id;description;vio
858027417569016_aug;Dyke, was Sie gerade hier getan haben, war eine Einladung, ein Verbrechen zu begehen. Sollte so oder ähnlich tatsächlich passieren, wird Ihre Adresse eine der ersten sein, die das Polizei-Sondereinsatzkommando anruft. Stoppen Sie Nein, sie klingeln nicht, die Stürme werden die gleichen sein. Danke für den Ausflug und ein schönes Leben, um fortzufahren, und beten, dass nichts passiert.;support
1136963573008731_aug;Das ist der beste Schutz vor Verbrechen, aber unsere linken Herrscher sind selbst kriminell.;other
1011622892209467_aug;Wer hätte das gedacht! Ich habe erwartet, dass die lieben Extremisten nach der Niederlage ihres Plans wieder nach Hause gehen und gute Bürger werden!!! Natürlich ist das wieder nur ein Zufall mit dem Nummernschild aus Hannover!!! Die Sprengstoffe für die Angriffe sind natürlich professionell beseitigt worden!!! Natürlich geht der Spaß jetzt nur noch los, ihr blinden Idioten da oben, wahrscheinlich lässt ihr es richtig knallen, bis ihr so reagiert wie es solltet!!! Aber aus Trotz wie bisher sollte man doch keine Mitmenschen lieben!!! Der Jihad klopft an eure Tür Deutschland, AUCH WACH ENDLY!!!!!!!!!!!!!!!!!!;other
895171390521285_aug;Diese waren auch mit hoher Wahrscheinlichkeit Linien, die aus dem Kontext gerissen wurden und jetzt für Propagandazwecke verwendet. Nun, Intelligenz ist sicherlich ein fremdes Wort für Sie!;other
857984680906623_aug;"""Besetzte Eltern"" werden seit einem Jahr von ANTIFA gekämpft. Am vergangenen Samstag traf eine Wasserflasche mit gefrorenem Inhalt einen 15-Jährigen auf den Kopf. Platzwunde. Ansonsten auch das übliche Programm, pöbeleien, Schubs, Eier, Boulder etc. http://www.focus.de/regional/hamburg/eiern-schnaebaellen-pyrotechnik-entrant-eine-demo-gegen-sexualkunde-attackiert_id_4429499.html";other
935270226511401_aug;Wirf einfach das Vieh weg!;call2violence
1055075227864233_aug;und alle sehr gut ausgebildet in grapschen;other
882795091758915_aug;.... ist so etwas Schreckliches - so jung und schon tot ... scheint ein gefährlicher Fleck zu sein, dass dort schon im letzten Jahr jemand auf das ewige Jagdgebiet gegangen ist. 6 m2 Wohnfläche gehören allen, die bunt sind? Guter Gott, das ist wirklich zu wenig - wie wäre es, private Wohnungen, Kindergärten, Clubhäuser, Bürgerhäuser und andere öffentliche Einrichtungen anzubringen, damit sie endlich genug Platz haben, um ihre Parallelgesellschaften zu manifestieren? Es wird schon einen Anwalt geben, der ihre Interessen berücksichtigt, richtig?;other
894827073889050_aug;"Bitte unterstützen Sie die Facebook-Seite: ""Wir wollen keinen Islam in Deutschland und Österreich""";other
1261_aug;Ja. Jetzt haben Sie alle Daten von Katharina. Kopfschuss von hinten ist bereits arrangiert, mit Schalldämpfer natürlich. Bonus von 2500 EUro ist in Bitcoin über die Adresse im Darknet. So funktioniert die psychologische Kriegsführung. Irgendwann macht Ihr Gegner Fehler. Ich war 8 Jahre im Kosovo für diesen schmutzigen Zustand. Jetzt kommt die blutige Rache. Und Katharina hat gerade den letzten Fehler gemacht.;prospensity
857382867633471_aug;"Hier ist das Video des brutalen Mordes durch lebendiges Brennen, der ""Enricher"" bei der schwangeren Frau. Wo sind die Beileidsworte von ""musel"" und ""sozial""? http://m.welt.de/videos/artikel136774821/Neue Details-to-death-the-pregnant-19-Jaehrigen.html";other
1096004480437974_aug;Ich darf nicht auf der Autobahn packen, es hilft nur weiter zu fahren. ????;prospensity
977014839003606_aug;"Die ""gerechte Verteilung"" der Asylsuchenden an alle EU-Länder, ein Gedanke, der von den #politikern nicht beendet wurde, die ""gerechte Verteilung"" der ""gerechten"" der ""gerechten"" der ""gerechten"" der ""gerechten"" der ""gerechten"" der ""gerechten"" der ""gerechten"" der ""gerechten"" der ""gerechten"" der ""gerechten"" der ""gerechten"" der ""gerechten"" der ""gerechten"" der ""gerechten"" der ""gerechten"" der ""gerechten"" der ""gerechten"" der ""gerechten"" der ""gerechten"" der ""gerechten"" der ""gerechten"" der ""gerechten"" der ""gerechten"" der ""gerechten"" der ""gerechten"" der ""gerechten"" der ""gerechten"" der ""gerechten"" der ""gerechten"" der ""gerechten"" Menschen.";other
982668785104878_aug;Wir brauchen die Armen!;call2violence
1598_aug;So viele dumme Leute, setzen Sie alle an die Wand und drücken Sie einen nach dem anderen ab.;call2violence
882731265098631_aug;Sie können sich gegenseitig töten, ich brauche das Rudel nicht.;support
886008488104242_aug;Sie können sich freuen, Ihre Meinung mit der EZB zu teilen. Ich habe nur Mitleid mit der Polizei auf dem Rücken dafür. Aber das Reden war nie die Stärke von Antifa und Co. Nur Brüllen und Gewalt. Sie sind wirklich zu gut.;other
856806061024485_aug;"Pass besser auf... dass es nicht so schnell ""Auskadrict"" wird!";prospensity
862231117148646_aug;"Bergkletterer, ihr seid alle verrückt nach einer multiple.geschichtewissen Null Vermutung, ich möchte das Soli in eure ekelhaften Essgewohnheiten stopfen, nur ein ""gut""..ar....?";prospensity
1055152514523171_aug;Das wird in einem Blutbad enden und ich fürchte, die Politiker wollen genau DAS.;other
1005_aug;Kann man nicht schießen - so mit Vertragskiller - vielleicht die ganze Regierung???;call2violence
882701648434926_aug;Wenn er zu Hause geblieben wäre, wäre er sicherlich noch am Leben, so dass er leider schuld war. Toni und Korbinian, Sie können Flüchtlinge mit Ihnen aufnehmen, essen und schützen sie auf eigene Rechnung. Niemand hat etwas dagegen.;other
1107868829251539_aug;... der Grenzschutz oder die Polizei macht alles genau dort... immer darauf... hat keinen anderen Zweck, sie scheinen sich sowieso nicht benehmen zu können...;support
1590_aug;Er hat alles sofort abgeschnitten.;call2violence
1007133312658425_aug;Gute Nachrichten sowie schlechte Nachrichten! Nun, 58 der Verbrecher sind gebrochen. Schlechte Nachrichten, dass es nur 58 war! Hoffentlich löscht der Russe das Zeug komplett aus!;call2violence
1057729290932160_aug;Jetzt ist ganz Europa gegen Merkel-Wahnsinn. Nur seine moslemische DU, alle linken deutschen Parteien, linke Faschisten wie Antifa, das Unheil der Anti-Deutschen, die gleichberechtigten Medien, die von schwul-lesbischen Linken dominiert werden, und die unlernbaren Pseudo-Gut-Leute fühlen sich immer noch gezwungen, mit Deutschland und Europa umzugehen und dem terroristischen Kult Islam auf dem Silbertablett zu dienen. Alle unsere Nachbarn müssen sich jetzt zusammenschließen und gemeinsam mit den patriotischen Kräften in Deutschland dieses ungerechte Regime stürzen.;call2violence
1052381724800250_aug;Ich unterstütze aufrichtig die Aussagen der PP! Pegida darf und wird nicht zu Gewalt führen. Wer jedoch angegriffen wird, darf und muss sein Recht auf Selbstverteidigung nutzen.;prospensity
1108075269230895_aug;Abheben, auspeitschen, einsperren !!!! Und das für immer!;call2violence
1065252416846514_aug;Vor kurzem sah ich ein Video, das die Freundlichkeit dieser Islamisten zeigt. In diesem Video kann man deutlich sehen, dass einer der beiden Bartträger einen Kopf ohne Herz gefunden hatte. Pflichtvoll hielt er ihn in die Kamera und gab seinen Suchruf mit einem großen Messer Schwerpunkt. Respekt! *ironieoff*;other
1614_aug;Es gehört zum Galgen.;support
1055116547860101_aug;Ich hoffe, wir nehmen nur Kinder mit, dann werden wir erst in 10 Jahren von ihnen erschossen.;other
1771_aug;Ihr seid so kriminelle Verräter für die Menschen, dass ich feiern würde, wenn jemand euch ermordet hätte. (Im Gegensatz zu euch bin ich verfassungsmäßig und demokratisch, also müsst ihr keine Angst vor mir haben);glorification
1011478498890573_aug;Staatsversagen! Merkels Flüchtlingspolitik destabilisiert ganz Europa. In Deutschland gibt es eindeutig über 280.000 nicht registrierte Menschen. Die Türkei verhaftet 8 Terroristen, die sich auf dem Weg nach Deutschland befinden. Sie sind Ausländer, die in unser Land einmarschieren und nicht registriert sind. Sie sind Ausländer, die in unser Land einmarschieren und nicht identifiziert werden. Eine mögliche Bedrohung für die hier lebende Bevölkerung wird akzeptiert.;other
859822680722823_aug;Lass sie boxen;call2violence
1052433518128404_aug;"Wir wissen ""ALLE"", von welcher Seite die Gewalt beginnt!";other
1254_aug;Aus medizinischer Sicht bedeutet dies, dass die iranischen Muslime diesem Virus gegen das Immunsystem nicht widerstehen können. Das ist eine gute Nachricht. Aus langjähriger Erfahrung mit Muslimen wissen wir, dass sie nur Ärger verursachen und es gibt einen Virus, der die moslemische Pest mehr als zur richtigen Zeit aufräumt. Wenn alle von ihnen gestorben sind, was zu hoffen ist, dann können diese Moscheen abgeflacht und die Virussequenz so gesteuert werden, dass die Muslime in Deutschland so schnell wie möglich zu ihrem Allah kommen können.;glorification
1011499392221817_aug;Es wird alles machen mich schlecht fühlen, dieses Stück Scheiße! ??????? Hoffentlich ist der dumme Söldner des Arsches weggeblasen, tut mir leid, dass ich es ausziehen muss so!!! Wer braucht die!? das macht nur Ärger und hat nichts, aber auch nichts in der Kontrolle -.- sie ist derjenige, der zuerst verschwindet und lässt uns Bürger in der Scheiße sitzen, die es getan hat!! Aber am Ende sind die Menschen schuld, weil die Menschen dieses Stück gewählt und nicht auf die Straße gegangen!!! Jetzt haben sie den Salat... Weil alle nur geblendet und sehr stark unter Verlust der Realität leiden. Jetzt bekommen wir die Rechnung.;support
1095978570440565_aug;Wie stehen Gas?Feuer kostenlos!!!;call2violence
855166054521819_aug;Ohooo heidi. wenn es Zeit und Tag x kommt ....run....run so schnell wie möglich;prospensity
1239_aug;Hoffnung murad wird getötet;support
982639361774487_aug;Es blieb nur noch eine Frage: Wer wird der Erste sein, der feuert?;other
1052521021452987_aug;Wie lange will die Polizei den Kopf für gewalttätige Touristen halten? Wann wird die Polizei endlich gegen alle Extremisten und stummen Steinwerfer vorgehen? Sie sind verpflichtet, Gewalt gegen Menschen und Eigentum zu verhindern. Aufwachen und entschlossen handeln.;call2violence
935371316501292_aug;direkt in knast und Schlüssel wegzuwerfen;call2violence
982650515106705_aug;Schießen !!!;call2violence
855022277869530_aug;"Grönemeyer ...ist das der nette Gentleman, der den Fotografen am Flughafen verprügelt hat....vielleicht ja ;)";glorification
882734981764926_aug;"Solange sie sich nur gegenseitig erstochen, ist das in Ordnung!;-)";support
1063239270381162_aug;bitte aufgepasst !!! Kein SWINE STEAKMESSERSET !!! die die Muslems nicht so gerne nehmen.;glorification
876261622412262_aug;"Nicht PEGIDA aber die Regierung ist schädlich.."" Wegen Risiken und Nebenwirkungen, sie verklagen ihre Partei, oder schießen ihre Politiker """;call2violence
982660488439041_aug;Jetzt ist es deutsch bewaffnet, es wird Krieg geben!!Ein großes Dankeschön an UNGARN-weiter so.;call2violence
1105479452823810_aug;Für ihre 50 Leute können sie auch ein paar faule Currywurst Dump nehmen... stattdessen wollen sie sich in ihrem größenwahnischen Palast wie Erdowahn erschießen. ALLE Politiker lassen das etwas gehören (meiner Meinung nach) geteert und gefedert !!!;support
1365_aug;sie sollten angezündet werden, und die Arbeiter vertrieben von der brennenden Impfstation;call2violence
882729931765431_aug;"Das war nur ein Spezialist im Bereich ""Mord"" ...... es gibt noch andere... Automobilexporte zum Beispiel";other
1096045827100506_aug;so würde ich fahren und wenn das Blut zuerst sprüht 5 Meter breite Knochen und Körper fliegen machen den anderen Ort haben nichts zu suchen auf dem Bauch, sondern auch nichts (im Straßenverkehr verwendet);prospensity
1111332562238499_aug;Geschenkgutscheine für Kleidung? Was ist mit den deutschen Familien, die sich um Kleidung bewerben? Sie alle bekommen eine Ablehnung, von der Arge, und solche Kanalratten bekommen wieder alles in ihren islamistischen Arsch... Ist es Zeit, dass die Regierung aufgelöst, oder bombardiert wird... Unglaublich so...;call2violence
1123529927685429_aug;Häng dich weg!;call2violence
1134215903283498_aug;Bei dieser Gelegenheit erinnere ich mich an das Märchen von Hänsel und Gretel, Gretel bat die böse Hexe zuerst in den Ofen zu klettern, um die Temperatur zu überprüfen und dann im Ofen gut gepflegt zu braten, genau das und nichts anderes, was ich mit Frau Merkel zu tun empfehle, wäre ein Maß! ????????;call2violence
1057706984267724_aug;Warum fragen Sie immer noch? Wir flehen sie an, um sauer zu werden! Ich wäre für Steinigung! Sie will den Islam, wenn sie ihn bekommen sollte;call2violence
972282456143511_aug;Es ist Zeit, diesen linken Antifa-Abschaum zu lehren, um zu fürchten;call2violence
1096285680409854_aug;Warum wird die Polizei sie nicht los?;call2violence
1096067363765019_aug;Sie sind nicht menschlich, sie sind menschlich, sie sind menschlich.;call2violence
982670491771374_aug;Wenn die netten Asylisten ihre Wünsche nicht sofort erfüllen, dann müssen die Armen morden und aufrütteln, so viel Toleranz müssen wir haben.;other
1095905943781161_aug;Aber ich hätte geputzt !!!;prospensity
1108166659221756_aug;Warum schießt die Polizei nicht?;call2violence
1307_aug;Ich tat dies wie mit der Amy`s Warnzone und Selbst-Shooting-Systemen! Ende und Ruhe ist in der Pappe ! Vor 30 Jahren gab es den Schießbefehl sogar an der innerdeutschen Grenze ! Und sie wollten raus und nicht in ! So sehr klare Ankündigung, wenn Sie denken, dass Sie dort patu illegal eingeben musste erwarten, erschossen zu werden !;support
1107995775905511_aug;und du nennst diese Zombie Mutter F**ker. INNOCENT REFUGEES ????????????????????????. das ist eine Massive Armee, um Europa zu vernichten. KILL THEM ALLLILLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLL;call2violence
1012947245410365_aug;Vor allem die LKW-Fahrer haben nichts zu lachen. Man sollte überlegen, ob man nicht schützende Hunde hinter den Ladeklappen positioniert.;call2violence
1095965550441867_aug;Lieber Lkw-Fahrer, halt durch...;call2violence
1773_aug;Kann man schießen wie Merkel, all dies in einem Loch... du Mann, ich kann nur erbrechen;call2violence
1479_aug;Deutschland Erwachet! Wir werden die Juden und andere Rassen vernichten!;prospensity
857987504239674_aug;Vergessen Sie nicht, diese Gewalt wird vom Staat finanziert....ergo eigene Verletzung...Hammer und irgendwie kein Thema...???????;other
1043801362324953_aug;"Vor drei Jahren erwähnte ich das Thema „kranke Gabeln"" in öffentlichen Kommentaren. Die „kranken Gabeln"" stehen als Zeichen für die REVOLUTION. Ich hoffe, dass der Marsch nach Berlin umgesetzt werden kann und „jeder teilnehmende deutsche Bürger"" seine schlechten Gabeln dabei hat. Und diese „kranken Gabeln"" lassen wir uns auch nicht von der Polizei wegnehmen, die noch im „Merkel-Kadaverobersam"" besteht!";prospensity
982640141774409_aug;Erschießt sie alle, wie wilde Tiere!;call2violence
1096074783764277_aug;Fahren Sie herum und machen Sie sich bereit, dann machen Sie Platz.;call2violence
945829092122181_aug;"Hoffen die Zuhälter, die die kriminellen Kinder in HH geschlagen haben, weiter in München;-)";call2violence
894673090571115_aug;die Sonne wurde zu lange in der Wüste ausgesetzt. war manchmal Politiker ....Politiker = Volksverräter. so mehr wie Volksverletzung kann man von dem schwachen Partner auch Netz erwarten;other
1095985410439881_aug;Ein- und aussteigen, sie gehen allein rüber - wetten?!;call2violence
935321696506254_aug;Der Vogel ist hoffentlich in der Kiste, das bleibt so. Jetzt muss man ihre Moscheen den Hass und die Gewalt gegen ethnische deutsche Predigten schließen und aus unserem Land werfen.;call2violence
882696761768748_aug;Es hat alles System. Ein riesiges Multi-Kulti-Kladderadatsch soll geschaffen, abgestumpft und verblasst werden, so dass die Top 10.000 ihre Taschen noch mehr füllen können. Und jeder beteiligt sich. Ein paar Tote, erstochen, verbrannt, gedemütigt, vergewaltigt deutsche Bürger, stören nicht.;other
1096028777102211_aug;Respektlosigkeit, Peitsche und Gyoo...;call2violence
1043608979010858_aug;"ein Wort war suboptimal. das war ""PRÜGELN"". sie hätte ""JAGEN"" sagen sollen. aber ein möglicher Prozess wendet sich gegen die sogenannten Ankläger ohnehin - aber nur, WENN die Medien zu wissen genommen werden. insofern wurde PÜGELN vielleicht besser als JAGEN unterstrichen. ""Wenn die Mehrheit der Bürger noch klar in ihren Köpfen wäre, dann würden sie zu Mistgabeln greifen und diese volksgeplagten Eliten aus den Parlamenten, aus den Gerichten, aus den Kirchen und aus den Pressehäusern ""bemühen"".";call2violence
982711535100603_aug;Jetzt müssen wir die Panzer aus der Garage holen, um uns zu beschützen. Langsam bekommen Sie Angst. Ich verstehe nicht, was ich will, ich werde am Boden zerstört sein und alles zerstören .......................;prospensity
1095902937114795_aug;Sofort schießen die Schweine oder die Muslime töten uns! Das ist eine riesige teroristische Organisation! Und islam gegen EU verboten durch Gesetz und das sofort.. Ich habe Angst vor unserer Zukunft! Unsere Sicherheit! Über unsere Kinder!;call2violence
1034_aug;@user : Ihre Zeit kommt noch: wir holen Sie. Heil H*tler!;prospensity
1043590509012705_aug;"Was kommt als nächstes - ""Oh..es gibt jemand, der etwas über 'Mord und Totschlag' am Tisch im letzten Verkauf sagte - das ist ein Aufruf zur Gewalt! Sage! SOFORT !..und da habe ich ganz klar gehört, wie jemand sagte, 'Er lacht tot'.Das ist Euthanasie oder zustimmend, dass eine Person sterben wird. Sage! SOFORT ! ..Ich mag nicht wirklich vorstellen, welche kranken Ideen die Herren kommen, wenn sie sagen, 'Das Böse an der Wurzel' - gilt das dann als Einladung zum sexuellen Angriff?";other
998378780200545_aug;N24: IN SLOWENISCH-KROATISCHEN FRONTIERS ZOLLBEZIEHUNGEN!! INDUSTRIELLE! MIT DIESEM MANAGEMENT UND ERP-ENTSCHLIESSUNG WERDEN SIE WEITER VERKEHR!! PUI TEUFEL! :-(;other
945981125440311_aug;sie sollten sich von den skandinavischen Gruppenvergewaltigungsopfern Tipps geben lassen, wie man das Blut aus den Klamotten herausholt! eigentlich traurig, dass man solche Beispiele mitbringen muss! :-( linda von oslo is a bad bld u lets only start to rate what they must have through... :-/;other
1010780435627046_aug;Sie sollten alle neben dem Sprengstoffgürtel gepackt sein, wenn es beginnt... elend abgesnobt von Medienpasten - ich würde nicht auf dich pissen, wenn du in Brand steckst...;prospensity
1108048129233609_aug;Schieß endlich, das sind keine Flüchtlinge.Sie begleiten unsere demokratische Ordnung.;call2violence
1152508174787604_aug;Die Leute werden sich an diese schmutzigen Essen erinnern, und eines Tages könnten sie etwas in ihrem Mund haben.;prospensity
856758317695926_aug;Wie wär's mit Selbstmord gegen Recht ..;call2violence
1043656779006078_aug;Werden alle Flüchtlinge, die von unseren Frauen vergehen, gezeigt werden? Wo sind alle Journalisten, wenn so etwas passiert??? Aber niemand will das gesehen haben. Sie haben alle Freiheiten der Welt hier und Pegida muss sich für alles rechtfertigen. Und das in einem Land, in dem die Meinungsfreiheit herrscht.;other
935266989845058_aug;So und so im Kerker mit dem!!!;call2violence
858046974233727_aug;Ich breche dir die Beine und bringe dich in die Wüste.;prospensity
1351_aug;Dann brauche ich kein Blatt mehr vor meinen Mund zu nehmen .... dieser ganze links-grüne anti-deutsch denkende Drecksack wird ganz ins Konzentrationslager und aus der Maus geworfen;call2violence
857317770973314_aug;Die Ossi können viel ertragen und leiden, es dauert lange, um ihn aus dem Frieden zu holen. Wehe aber dem, der uns zu sehr irritiert, der uns aus der Defensive holt... Er wird sein blaues Wunder erleben, und damit meine ich nicht die Brücke hier in Dresden.;prospensity
1044172618954494_aug;U Bahn schubser war ein Deutscher mit iranischen Wurzeln, da es anders sein sollte http://www.bild.de/regional/berlin/provisional-toetung/mann-stoest-frau-vor-ubahn-44221754.bild.html;other
882705485101209_aug;Sie werden sich selbst dezimieren!;support
1057707757600980_aug;Das ist eine gute Nachricht. Die Franzosen haben Merkels Rücken gezeigt und jetzt andere Länder. Vielleicht erkennt diese Frau endlich, dass sie dumm und gefährlich ist. Sie gehört in eine Zwangsjacke.;support
1108236232548132_aug;Umschläge... Verhaftung... Straflager... ausnahmslos, weggegangen, rumgehangen!;call2violence
1252_aug;Wir sollten alle Koranaffen und ihre Brut aus Europa niederreißen oder sie als Schweine benutzen.;call2violence
1052405014797921_aug;Gab es nicht einen Bericht über den Verfassungsschutz oder so etwas, über die aufkommende Pogromstimmung in Deutschland? Wie weit kann eine Regierung aus ihrem Regierungsmandat entfernt werden? Und wenn sie sich weit davon entfernt hat, dass sie den Schutz ihrer eigenen Bevölkerung nicht mehr wirklich verfolgen oder verfolgen kann, dann ist es Zeit für eine Abstimmung/Wiederwahl... so dass diese Art von Briefen nie wieder notwendig sind... Schlecht, dass der nette Polizeionkel so etwas schreibt (muss schreiben).... reine Hilflosigkeit!! Die Pegida hat lange eine Verstärkung der Polizei gefordert... und dann einen solchen Brief? Eisenstiefel an und ab mit dieser links-rot-grünen faschistischen Truppe;call2violence
946361678735589_aug;"Was für ein Elend, das Verbrechen in Flüchtlingsheimen nimmt nur zu, weil rechtsradikale Flüchtlinge zu schlagen beginnen. Die ""schweren Kriminellen"", von denen Sie sprechen, haben mehrere Verbrechen: Normalerweise sind wir ""in Verletzung der Wohnverpflichtung"", ""schwarzes Fahren"" oder ""Ruhestörung"" wegen fehlender Orte, um IN Häuser zu treffen (Container haben keine Wohnzimmer). Es gibt genauso viele Vergewaltiger wie unter Deutschen, ebenso viele Mörder.";other
1012268532144903_aug;Du sitzt da nicht hypnotisiert wie ein Kaninchen, wie eine Schlange darauf kriechen sieht, während sie ängstlich bleibt. Du greifst die Schlange wie ein Mungo an und beißst sie tot!;call2violence
1007137689324654_aug;"Nun, und die deutschen ""Soldaten"" tun nichts. Weiter zu Putin, töten sie alle";call2violence
1107985549239867_aug;Die Waffen, warum nehmen Sie die Waffen nicht?;call2violence
935480303157060_aug;"Ich sage dir, ich sage dir, ich sage dir: ""Ich sage dir, ich sage dir, ich sage dir, ich sage dir, ich sage dir, ich sage dir, ich sage dir, ich sage dir, ich sage dir, ich sage dir, ich sage dir, ich sage dir, ich sage dir, ich sage dir, ich sage dir, ich sage dir, ich sage dir, ich sage dir, ich sage dir, ich sage dir, ich sage dir, ich sage dir, ich sage dir, ich sage dir, ich sage dir, ich sage dir, ich sage dir, ich sage dir, ich sage dir, ich sage dir, ich sage dir, ich sage dir, ich werde dir, ich sage dir, ich werde dir, ich werde dir, ich sage dir, ich werde dir, ich werde dir, ich werde dir, ich werde dir sagen, ich werde dir, ich werde dir sagen,""";other
995875060450917_aug;Wird es nicht, wenn nötig, manipuliert werden, genauso wie es bei den letzten Wahlen in Deutschland mit Merkel manipuliert wurde? Und selbst wenn, was sollte ein Land unter der EU und Amerika/Nato-Diktatur ändern?;other
1136956759676079_aug;Die Linke will, dass der IS hier ungestört in die BRD eindringen und Brückenköpfe in Frieden bilden kann!Schießen Sie also endlich auf diese radikalen Linken und schützen Sie unsere Grenzen mit Waffengewalt!;call2violence
882708125100945_aug;"Das Netz ist voll von solchen Einzelfällen: http://www.schwäbische.de/region_artikel,-asyl antragsteller-injured-Landsmann-mit-Messer-_arid,10182839_toid,623.html sowie solange sie es untereinander ausmachen ;)";support
858074767564281_aug;Kommen Sie den ganzen Weg nach Mönchengladbach, dann kann ich Sie zumindest niederschlagen verdammt Nazi-Pack ! Rentner aus dem 2 Weltkrieg, die nichts gelernt haben und absolutes Versagen gehen nur zum Rudel ! Wir werden Sie alle niederschlagen !;prospensity
1065182520186837_aug;"Ja, natürlich. . . . . ist immer alles interessant !!!! Statt der hundert Vergewaltigungen, erfinden Sie einfach etwas Gutes . Der dumme Michel wird es sxhon schlucken . Auf der 1.3 kommt ""das Tagebuch von Anne Frank im Kino "" Bereits gesehen , aber jetzt kommt es direkt im Kino . Sollte der Deutsche wieder Schuldgefühle vorgeschlagen werden ? !!!! Ein Schreck, der böse denkt ...... Wie wäre es mit Zeiten mit einem Film über Russland, wo dann 27 Millionen starb ?!!! Oh ja, sie nehmen sich nicht so wichtig und leben in der Gegenwart !!!";other
982678898437200_aug;Man zeigt die wahre Graffiti.Widerstand und beliebte Rüstung;call2violence
1057729404265482_aug;und Frankreich scheint die Flagge von MigrantInnen Mutti und Deutschland Abschaferin Merkel zu verlassen. Hoffentlich wird es um Merkel einsam sein, Deutschland ist fast so isoliert von der Außenpolitik wie am Vorabend des Ersten und Zweiten Weltkriegs. Eine gefährliche Situation, hoffentlich bald und nicht zu spät Queen Mörder finden sich, die dem Terror ein Ende setzte.;call2violence
857829467588811_aug;lassen sie boxx;call2violence
1095899847115104_aug;Der Mensch reitet durch;call2violence
1774_aug;Merkwürdig nh. Dieser *Politiker* gehört zu vergessen;support
1107859582585797_aug;Wasserwerfer! Bei Temperaturen sehr effektiv.;call2violence
1096188353752920_aug;Wo ist das Problem?;support
1043665779005178_aug;Wollen Deutschland wie unten sein (wie das Höllenloch, das Luton in Großbritannien geworden ist) ????? https://youtu.be/_SK7To4gSr0 Wenn nein, dann handeln Sie so schnell wie möglich und entfernen Sie das muslimische Virus aus Deutschland. Sobald Muslime Mehrheit an einem Ort, alle anderen Religionen ausgestorben werden. Schauen Sie, was mit der Hindu-Minderheit in Pakistan und Bangladesch !!! Alle wurden getötet oder zum Islam konvertiert !!!;call2violence
1107937012578054_aug;Laufen weg und gut. Kosten nur unsinnloses Geld. STOP DEUTSCHLAND...!!!!!??;call2violence
982645381773885_aug;Um zu schießen und zu beenden...... zieht immer !! Dieser Kurs ist natürlich hier zu kommen ist das Schlimmste !! Bitte helfen Sie uns Herr Orban !! :-);call2violence
1096250697080019_aug;Fahr einfach rüber.;call2violence
982737368431353_aug;Ich sage, in Sichtweite schießen!;call2violence
951890494849374_aug;Oh, das ist schön, Schande bei jedem Kick, der losging hahaha.;support
1096095820428840_aug;Worauf wartet die Polizei?! Sofort abheben, wenn nötig mit Gewalt!;call2violence
1108483745856714_aug;Die Polizei sollte eine Runde Tränengas feuern... ??;call2violence
1095899583781797_aug;Warum hat die Polizei Waffen und Schlagstöcke??? bitte sofort verwenden sie (y) um das Rudel von der Straße zu klopfen...;call2violence
857006164337808_aug;Was tat die SU in Auschwitz? Die Russen befreiten die Gefangenen und begingen dort keinen industriellen Massenmord...;other
1096274960410926_aug;Lassen Sie die Autobahn für Fahrer. Wenn der erste unter einem LKW ist, wird das Problem sich selbst lösen.;call2violence
1667_aug;Schicken Sie sie alle in ein Arbeitslager, denn das ist nur der Abschaum Deutschlands. Sie gehen nicht zu einem normalen Job, der nur Streit sucht, um in Notfal zu schießen.;call2violence
1375_aug;Ja, Hitker hätte viel Arbeit geleistet, keine Probleme mit den Zionisten heute, Mörder,;support
1011285242243232_aug;Ich zähle sowieso nicht auf sie, sie kriegen noch einen.;prospensity
982694108435679_aug;Ich will, was ich will, und wenn dir das nicht passt, haue ich dir den Kopf ein. Ich habe mich immer auf die Gäste gefreut, die immer noch meine Unterstützung erwarten. Wahrscheinlich, wie immer, ein unglücklicher Fall.;other
858005704237854_aug;Ard setzt wieder die Tränen Grüße und angebliche Angriffe, nur dass wir nichts davon in DD gehört haben!!! Kranken Medien, ich bin so müde.;other
1514_aug;#JudenZiehen Sie Blut und Ehre #Deutschland;support
1134496189922136_aug;Die nutzlosen Parasiten lernen mich einmal kennen, wenn du wieder vor meine Füße spuckst, aber dann müsste ich den Ärmsten der Armen auch Schmerzgeld bezahlen;prospensity
993918200646603_aug;Bald werden die Leute nicht mehr sagen, bitte.;other
857548644283560_aug;haben gesehen...Frauen werden brutal geschlagen ins Gesicht aus Frustration....sorry für die klare Ankündigung;call2violence
1507_aug;Jüdische Negation und Zusammenarbeit mit Juden müssen konsequent bekämpft werden! #JudenToten #Meine EhreHeatsTrue;call2violence
1364_aug;Um einem Neonazi mit körperlicher Gewalt zu schaden, halten wir es für legitim, dass Lina jetzt als Staatsfeind gilt, macht uns eher stolz als betroffen. Antifa kommt von unten und nirgendwo anders.;other
1322_aug;@USER Jeder tote Neger ist ein guter Neger... Dasselbe gilt für Juden.;glorification
1108051795899909_aug;das verdammte linke Rudel, das ich mit Gummischuss zwischen die Beine schießen würde ...;prospensity
