id;description;def
True_aug_249;Du vergisst, dass eine deiner beid3n Lieblingsparteien Juden grundlos sämtliche Menschenrechte nahm und sie dann sogar ermordete;True
True_aug_250;Jaja du afd Troll … ihr werdet euch noch wundern was ihr mit eurem uninformierten gesabbel anfangen könnt …;True
True_aug_251;Wähl du deine Pädophilen-Partei, denn da scheint ja alles richtig zu laufen:;True
True_aug_252;Ich sag es, ewig gestrige Typen die man zum Luzifer jagen sollte.;True
True_aug_253;Das ist nichts anderes als tiefst-rassistischer Terrorismus!;True
True_aug_254;Logisch, denn alle anderen können nur Rassisten und oder Nazis sein!!!;True
True_aug_255;- er ist ekelhafter Lügner 🤢🤮Alte Bilder als neue zu verkaufen - so dumm dreist machen nur nazis!🤯🤪;True
True_aug_256;Du bist ein antifa hamster im lauf rad :) und findest es nicht toll das ich deine religion angegriffen haben.;True
True_aug_257;Sagt derjenige, der hier der homophobe Vollidiot ist.;True
True_aug_258;Deine dumme Homophobie gehört verboten.;True
True_aug_259;Dieser Hund komm nach Berlin du dreckiger Nazi, ma guxken wie du das hier abziehen wirst;True
True_aug_260;Nur noch Peinlich der Typ, spielt immer auf jedermanns Kumpel,und selber falsch ohne Ende.;True
True_aug_261;Alter was hat ihm denn bitte so hart ein Messer in den Hinterkopf gerammt, dass er so geistig behindert in der Birne ist?;True
True_aug_262;Man verzeihe mir den Satz, aber: hat man denen ins Gehirn geschissen?..;True
True_aug_263;Hab versucht zu entziffern was du da von dir gibst, bin dabei behindert geworden du Bastard;True
True_aug_264;Er Denkt halt er wäre ditrxx der Hurensohn und Das kranke ist halt so einer schlägt seine mutter ey ich werd behindert;True
True_aug_265;🦆🦆Die Menschen sind so blöd und vernichten sich selbst!;True
True_aug_266;Uuuund ein dummes Volk, welches und hinterherrennt ohne das Hirn (wenn denn vorhanden) einzuschalten.;True
True_aug_267;"Mal wieder Schwachsinn von der ""Merkel Bande""!";True
True_aug_268;Man Man, der Nazi vorzeige Lesbe Weidel fällt wieder so viele braune scheisse aus dem Mund das ihr Arschloch doch bestimmt wieder eifersüchtig ist.;True
True_aug_269;Die Grünen werden diesen menschenverachtenden Schwachsinn gottseidank im Bundesrat kippen.;True
True_aug_270;Aber klar, die Dummheit der linken Migrantenbürgen bleibt ungestraft.;True
True_aug_271;Antifa-Clowns waren schon immer unverschämt und argumentationsbeschränkt.;True
True_aug_272;Immer dieser vorauseilende Gehörsam gegenüber diesen linken Sauertöpfen.;True
True_aug_273;Das ist alles nur Schrott;True
True_aug_274;Bin immer wieder erstaunt warum wenn man nicht weiterkommt schnell die Nazi Keule rausholt, zeigt doch wie dumm manche sind.;True
True_aug_275;Es hätte keine Diskussion werden können, denn du laberst ja lieber rum, anstatt die Geschichtsfälschungen der asozialen AfD zu sehen.;True
True_aug_276;"""Mit Verlaub Herr Präsident aber sie sind ein Arschloch""";True
True_aug_277;Hoffentlich verschwinden Sie bald aus unserem Öffentlichkeitsbild, Sie sind eine Zumutung!Sie sind zum Kotzen.;True
True_aug_278;Frau Schulz von den Grünen labert seit einer Stunde ununterbrochen dünnschiss.;True
True_aug_279;Du Schoenwetterdemonstrant hast doch noch nie deinen Kopf riskiert um gegen wirkliche Nazis zu kä;True
True_aug_280;: Die Flüchtlings-Frau mit der 3000-Euro-Designer-Jacke oder: Die Flüchtlings-Verarschung, Zwangs-Islamisierung und Umvolkung Deutschlands gehen immer weiter !;True
True_aug_281;Dass Leute nach 15 Jahren Merkel unironisch feiern, dass die Grünen eine Frau aufstellen ist absurd!;True
True_aug_282;Bist du behindert die arbeiten damit die nicht verhungern du dummer Bastard;True
True_aug_283;Antifa: staatlich alimentierter Nichtsnutz und linker Vollidiot, gell!;True
True_aug_284;die justiz sollte sich bei diesen idioten auch mal qurzhandschuhe anziehen, das ist eh die einzige sprache die diese idioten verstehen;True
True_aug_285;Steck deinen Kopf in die Mülltonne und zähl mal so lange du kannst danach bist du so eine richtige AfD missgeburt.;True
True_aug_286;"Jetzt fasse ich Euch an die ”Eier"", ihr Feiglinge.";True
True_aug_287;Hat hier irgendeiner Keks gerufen, das Du kleiner Nazikrümel dich meldest!;True
True_aug_288;Kein Wunder, wenn die CDU so eine scheiß Politik betreibt.;True
True_aug_289;Was zum Teufel ist mit der CDU nicht in Ordnung???;True
True_aug_290;Wie peinlich ist diese CDU Amateur Truppe eigentlich?;True
True_aug_291;"Wer die CDU wählt, findet , Verschleierung von Strafttaten inklusive Aktenschreddern, rassistisches Gedankengut, Dummheit, Versager, Faktenignoranten &amp; Charakterlosigkeit gut.";True
True_aug_292;Hoffentlich sehen die Schwachköpfe, die für diesen Asi über200 Millionen bezahlt haben, nun endlich ein, was für einen Bockmist Sie verzapft haben!!?;True
True_aug_293;Schade, daß der Oktupus dieser Trulla nicht gleich auch das Gehirn ausgesaugt hat ...;True
True_aug_294;Nur noch geistig Behinderte auf diesen Dingern unterwegs;True
True_aug_295;Schon wieder viel zuviel kostbare Lebenszeit mit Euch Hirnblockierten verschwendet.;True
True_aug_296;Ich glaub es erst, wenn sie wirklich ganz weg ist, dieser grünen Schabracke Merkel traue ich inzwischen alles zu!;True
True_aug_297;Schande und Scheißdreck kann man da nur sagen!;True
True_aug_298;Rechtes widerliches dummes Gesindel eben!;True
True_aug_299;Das ist widerlich und erbärmlich!;True
True_aug_300;Schonmal was von import export gehört du zurückgebliebenes stück Dreck shit wie kann man so dumm sein ich raff es net;True
True_aug_301;Meinungsfreiheit und AFD, noch nie so gelacht, wenn man der Cotar seine Meinung sagt, freundlich und nett, wird man blockiert, ihr seid der allerletzte Abschaum;True
True_aug_302;Die Frage ist welche Idioten wählen diese Witzfiguren und vertrauen denen ein Land und Bevölkerung an die weder Laschet ,Söder oder die Grünen vertreten.;True
True_aug_303;Wie kann eine Partei so dumm sein, die UNERTRÄGLICH schrille nervende Stimme von der wohltemperierten sympathischen von Habeck vorzuziehen.;True
True_aug_306;Braune Scheiße ist eben wie jede andere Kacke auch: klebt am Hacken und man wird sie nicht los.;True
True_aug_307;Ihr wart ja schon immer scheiße aber das setzt dem ganzen echt die Dampfende Krone auf.;True
True_aug_308;Und egal welche Talkshow Du einschaltest, diese Tussi ohne Abschluß glotzt immer aus der Röhre und verbreitet ihren Mist.;True
True_aug_309;Niemand braucht euch, niemand will euch.;True
True_aug_310;sollten Du und Dein ganzer Covidioten Haufen Euch echt mal geben!!;True
True_aug_311;Mein Gott, was haben wir nur verbrochen, dass wir an solche Versager geraten sind.;True
True_aug_312;Warum müssen die Hetzer, Hasser, Menschenverachter und Nichtsnutze hier eine Plattform finden, zumal das braune Volk nicht in der Lage ist, mit dem richtigen Namen hier zu agieren?;True
True_aug_313;Da hat der Herr Merz Recht, mit welchem Recht wollen uns ein paar verwirrte Spinner eine Sprache aufdrängen ?;True
True_aug_314;Naja,euer Niveau lässt unter Umständen auch zu wünschen übrig.Ihr könnt die Wahrheit einfach nicht hören.Wollt nicht einsehen das eure Altparteien völlige Idioten sind,und unser Land ruinieren;True
True_aug_315;Diese bisherige Kontern von Frau Merkel oder besser wir schafen , eigne sind umgebracht und vergewaltigt worden.;True
True_aug_316;Gott, was seid ihr für hässliche Faschistenfressen.;True
True_aug_317;"Niemand auf meinem Instagram redet über Israelis die an Ramadan betende Muslime bombardieren &amp; morden.";True
True_aug_318;"Dieses ""DRECKSPACK"" hat keinen RESPEKT!";True
True_aug_319;Ne digga bist du behindert kannst du iwie net lesen ?;True
True_aug_320;Ursula lässt sich von nem kleine Möchtegern-Diktator demütigen, Merkel und Co. küssen Xi die Füße und Orban kann auch auf den Rechtsstaat spucken ohne Konsequenzen.;True
True_aug_321;Also Merkel Bubi, der im übrigen nie die Anfänge der NS Zeit erlebt hat, erinnert sich an diese Zeit und quasselt Merkel nach dem Mund.;True
True_aug_322;Merkel zerstörte nicht nur Deutschland sondern auch die eigene Partei, und Ihre Diener jubeln Ihr immer noch zu, als Sie von Ihrem Thron mal zu stoßen.;True
True_aug_323;Wenn ausgerechnet die aufgeputschte, volksverhetzende Anal Lena Baerbock, sich in der Opferrolle suhlt, der Darling der kaputten braunen, Menschen hassenden NATO Macho Krieg Säcke und ihren sadistiechen korrupten Geheimdiensten;True
True_aug_324;Lol bei euch irren und saudummen linken Spinner ist wohl alles Nazi hm?;True
True_aug_325;Dieses Ekel blatt trägt mit ihren hetzerischen Berichten extrem zur hetze der bei, für ein Normalo mit hirn wie mich unvorstellbar das man darauf stolz ist 🤮🤮🤮🤮;True
True_aug_326;ja bin Zuhälter und deine mudda die Angestellte des Monats.. pass mal auf wenn ihr mir so schräg kommt so komme ich euch noch schräger.;True
True_aug_327;"du bist also ein depp und wählst die ""deppen für deutschland"" dann tust du mir leid.";True
True_aug_328;Nach der Logik sind SPD, Grüne und Linke Parteien genauso staatszersetzend, gewaltbereit und extremistisch wir ihre linksextremisten Wähler.;True
True_aug_329;Nazis sind übrigens genauso schlimm wie Islamistenfreunde und Kriminellenförderer.;True
True_aug_330;Ihr Faktenchecker seit genauso Sau blöde und uninformiert, wie die Polizei die euch schü?Erinnert mich immer an die Propagandafunktionäre der Nazis und der Kommunisten;True
True_aug_331;ja, solche Links - Faschistischen , wie diese Erika Lucarello , der die OPFER vollkommen EGAL sind ... sowas gehört !;True
True_aug_332;@ Wir wollen eure linksextremen oekosozialistischen Fanatikerinnen nicht in der Regierung, kapiert das endlich!;True
True_aug_333;Hey BrandyBrandner🥃 , wir wissen doch wie sehr ihr die deutsche Gesellschaft und die öffentlich-rechtlichen hasst🤷‍!;True
True_aug_334;Christine Lambrecht ist genauso eine Nazihetzerin welche ihre SS Schergen auf die unschuldigen Bürger und Steuerzahler welche andere Meinung sind einschlagen läßt.;True
True_aug_335;Holen dich dann gleich ab für die U Haft du linksterrorist“;True
True_aug_336;danke ihr politik idioten!danke laschet!;True
True_aug_337;Der soll den Macron gleich mit in seine Sperrholztonne hauen und losschippern!;True
True_aug_338;Es ist einfach nur ekelhaft was dieser Unmensch von sich gibt.;True
True_aug_339;Sie ist und bleibt in einigen teilen einfach nur zum kotzen.;True
True_aug_340;Einfach nur erbärmlich, ja peinlich!;True
True_aug_341;Einfach nur widerlich und peinlich, wie sie sich nun winden.;True
True_aug_342;Einfach nur ekelhaft und die größte Seuche unserer Zeit.;True
True_aug_343;halt die Fresse ich fordere alle in den Knast alles Potentielle Mörder;True
True_aug_344;"""Was sollen diese meistens ungebildeten Wirtschaftsflüchtlinge (ohne Wertung, einfach als Bezeichnung, es entspricht den Tatsachen) Du bist ein strunz dummer Hohlkopf.";True
