id;description;vio
prospensity_aug_224;Es ist eine übliche Praxis die gesamte muslimische und islamische Gemeinschaft zu masakrieren - weiter so!;prospensity
prospensity_aug_225;Die  Polizei sucht Zeugen! Wie das? Sie sind doch an der Hochzeitskolonne vorbei gefahren. Autotyp, Nummernschilder usw.  Ansonsten wäre ein Gesetz mal sehr nützlich, das in so einem Fall Videoaufnehmen vor Gericht als Beweis anerkannt werden! Dann brauchen auch die - Normalbürger - keine Angst mehr vor der riesigen Sippe zu haben. Wir haben nur noch Angst vor diesen Mitbürgern!;prospensity
prospensity_aug_226;Leben und leben lassen. Aber wenn mir so eine Transe über den Weg läuft gilt das für mich nicht mehr;prospensity
prospensity_aug_227;Wir verschenken es einfach und lassen zu, dass sie zu diesem Zeitpunkt hereinströmen. Wenn Sie sich nicht gegen Eindringlinge wehren, lassen Sie sie einfach Ihr Zuhause einnehmen und haben keinen Grund, sich zu beschweren.;prospensity
prospensity_aug_228;Du lachst über alles, auch über Darkies, und deshalb respektiere ich dich;prospensity
prospensity_aug_229;lol, mir ist gerade aufgefallen, dass nur euch Schwuchteln diese Antwort gefallen hat, und 3 Lesben mochten euren ersten Kommentar ... hmmm ... verdächtig;prospensity
prospensity_aug_230;Ich weiss warum wir weissen mehr wissen: weil wir weissen weiser sind;prospensity
prospensity_aug_231;Das stimmt. ...ein schönes Familienbild......das auch alle glauben sollen......von wegen. .....die Wahrheit haben wir schon lange gewusst ihr dummen Politiker. .....!!!!!!!;prospensity
prospensity_aug_232;Ich befürworte das Angreifen von Zurückgebliebenen;prospensity
prospensity_aug_233;Ich bin nicht bereit, das Risiko einzugehen, einen falschen Flüchtling in mein Zuhause zu lassen;prospensity
prospensity_aug_234;Ich befürworte nachdrücklich die Inhaftierung aller Ausländer;prospensity
prospensity_aug_235;"Was soll ich sagen, scheiß einfach auf deinen Himmel und dein Leben nach dem Tod. Wenn es einen Gott gibt und er die Menschen belohnt, die dieser Redner gerade beschrieben hat, dann ist Ihr Gott keiner Anbetung würdig. Ich werde mit Freude in die Hölle fahren, weil ich weiß, dass ich überlebt habe
ein Leben voller Freundlichkeit und Mitgefühl für alle Menschen und das Leben, anstatt andere zu verletzen und nur zu beten, um meine Taten wiedergutzumachen";prospensity
prospensity_aug_236;Ich war nicht der Star, ich war nicht sympathisch für die Ausländer. Sollen sie doch in der Hölle verrotten!;prospensity
prospensity_aug_237;selbst wenn die abgeschoben werden können die immer noch menschen schaden die müssen für  immer weg gesperrt werden damit die Leute vor solchen Mist Kerle  geschützt sind;prospensity
prospensity_aug_238;Ihre Existenz ist einer der Gründe, warum mein Leben scheiße ist. Gott, ich möchte alle Frauen töten;prospensity
prospensity_aug_239;Stellt Lügenpresse eigentl schon Überlegungen in München an zur Nacktbadesaison an der Isar und Flüchtlinge Primaten? HAHAHAHA #rapefugees;prospensity
prospensity_aug_240;Verdammt, Sie können ein echter schwarzer Polizist sein und andere Polizisten sollten Ihr Leben trotzdem nicht wertschätzen;prospensity
prospensity_aug_241;Nur weil du ein Polizist bist, heißt das nicht, dass du ungeschoren davonkommst;prospensity
prospensity_aug_242;Hand abhacken, wie es die Araber machen ! Ist zwar brutal, aber leider wohl das einzige Mittel gegen solches Pack. ;prospensity
prospensity_aug_243;"Diese ""Kreatur"" wird immer wieder ausrasten und töten.Da wünscht man sich leider die Todesstrafe zurück.Schmeißt diesen Asiaten doch aus Deutschland raus. Bei solchen Typen kann man langsam radikal werden, da man ohnmächtig zusehen muß, was diese Typen sich herausnehmen.";prospensity
prospensity_aug_244;die Eltern sollten das nicht schweigend hinnehmen ,es wird hier nur noch schlimmer alles und die Merkel ist Schuld dieser Gewalt , läßt die ungehindert schalten und walten ,die ihre Bestrafung ist sowieso lachhaft dann ,abwählen diese Volksfeinde nur noch;prospensity
prospensity_aug_245;Wirklich das Schlimmste, was ich je gesehen habe. Ich sage meiner Frau immer wieder, dass dies dem Grad der Degeneration in der Weimarer Republik entspricht. Die Juden betteln nur um eine Gegenreaktion, wie sie es immer tun.;prospensity
prospensity_aug_246;Verbrecher im Auftrag der Politik! Das ist keine Demokratie mehr sondern Kommunismus pur mit einem neuen Diktator namens Merkel!!! Da kommt es einem aus allen Öffnungen! Ich kotze in der Farbe grün, rot wird geblutet und die Scheiße ist sowas von Schwarz! Schämt Euch da oben Euer Volk so zu verraten und zu verkaufen! Pfui;prospensity
prospensity_aug_247;Ja, wir wissen ! Deine Haut ist zu braun, jetzt verpiss dich!;prospensity
prospensity_aug_248;Wenn man mal zurück schaut ,wie haben die Altparteien alles was Pegida, AfD und andere gefordert haben als Rechtspopulismus verdammt und heute tun diese Schleimer so als wäre das alles auf ihrem Mist gewachsen. ........Unsere Politiker sind das ALLERLETZTE! !!!!!!!!;prospensity
prospensity_aug_249;Habt doch alle selber schuld! Jahrelang CDU,SPD,Grüne wählen und jetzt jammern. Nix hat die Blödheit des Volkes aufgehalten weder Hartz4,Euro,Billiglohn noch Zeitarbeit. Jetzt bekommt dieses blöde Volk seine Quittung! Jetzt weiß ich wie die Stimmung zum Ende des Krieges war.Findet euch damit ab die BRD ist Geschichte!LINK;prospensity
prospensity_aug_250;"Ihr Affen seit untergebildet 
Doch es reicht aus um mich beim schlagen eurer Väter zu filmen";prospensity
prospensity_aug_251;Du bist verrückt, Bruv, diese Schwuchteln sind verdammt schrecklich, ich habe Angst um uns, Mann, die Leute wollen diesen Scheiß einfach nicht lernen und schauen weg.;prospensity
prospensity_aug_252;Wer gibt den Vögeln das Recht Strassen zu blockieren. Polizei hat alles richtig gemacht. Es wird nicht mehr lange dauern, dann gibt es ganz andere Formen von Gewalt auf Deutschlands Straßen. NS. Der Verband der Studierenden aus Kurdistan e.V. sollte mal in Kurdistan demonstrieren - dann ist die große Klappe ganz schnell still!;prospensity
prospensity_aug_253;"Es reicht, zuviel Gesindel treibt sich auf unseren Straßen rum und liegt uns auf der Tasche.  Schönen Gruß an die BKA Beamten die sich alles durchlesen ""ihr könnt mich mal """;prospensity
prospensity_aug_254;Töte einfach diesen verdammten N!ggh3rr und schon bist du damit fertig, das sagt sicher gerade jemand ...;prospensity
prospensity_aug_255;Dieser trans Mann ist ein Monster und sollte getötet werden;prospensity
prospensity_aug_256;tschechen, macht weiter so. verjagt das dreckspack wieder in die löscher zurück aus denen die gekrochen sind;prospensity
prospensity_aug_257;solange die sich gegenseitig abstechen läuft es doch besser als man es sich wünschen kann;prospensity
prospensity_aug_258;Es kommen endlich wider Verletzte zurück, solange sie nicht den Rest ihres Lebens behindert sind kann man sie leben lassen, sonst sind sie es nicht wert.;prospensity
prospensity_aug_259;Wer unsere Gastfreundschaft mißbraucht, verliert damit auch seinen Anspruch auf Asyl und hat sofort abgeschoben zu werden, egal wohin.  Von mir aus kann dafür eine Insel im Mittelmeer aufgeschüttet werden.  ;prospensity
prospensity_aug_260;Anerkannte Asylanten, flüchten zur Türkei!  Sie sind so Schlau wie auch die flüchtenden Deutsche!  Warum, Präkere Geringfügig bezahlte Arbeit!  Deutschland hat die geringste Entlohnung in EU!  Wir lassen uns nicht ausbeuten!Wir flüchten!;prospensity
prospensity_aug_261;Das Auto sieht so kitschig aus wie der Gypo, dem es gehört, ich möchte nicht in der Nähe davon gesehen werden!;prospensity
prospensity_aug_262;Mein verdammt beschissenes Auto springt nicht an, ich wusste, ich hätte es nicht von einem Zigeuner kaufen sollen;prospensity
prospensity_aug_263;Euch scheiß Taxifahrer sollte man die Hände abhacken. ...berreichert euch am eigenen Volk;prospensity
prospensity_aug_264;"Schliesst endlich diese ganzen ""Kultur Vereine"", untersagt diese verdammten Shischa Bars und trefft diese Subjekte da wo es Ihnen weh tut. Führerschein, oder nach besser, Mercedes konfizieren.";prospensity
call2violence_aug_265;Bringen Sie Konzentrationslager zurück;call2violence
call2violence_aug_266;Richtig so....schmeisst das Pack endlich raus.Da wo sie herkamen..;call2violence
call2violence_aug_267;Die Weltenarmeen müssen sich zusammenschließen, ISIS zerstören und alle Flüchtlinge nach Hause schicken;call2violence
call2violence_aug_268;Sie sind keine Einwanderer, sie sind ISIS!;call2violence
call2violence_aug_269;Der Islam ist das Verbrechen und muss bekämpft werden!;call2violence
call2violence_aug_270;Sie wollen alle nicht muslimischen Länder eindringen und überall den Islam verbreiten!;call2violence
call2violence_aug_271;Menschen mit Downsyndrom sind meiner Meinung nach keine Menschen sondern Tiere. Just saying;call2violence
call2violence_aug_272;ich finde so etwas wiederwärtig ekelhaft abartig. und die moslems die so etwas ausleben sind es auch wiederwärtige abartige kreaturen. pfui teufel so alte säcke mit kleinen mädchen. behandelt wie tiere so etwas in europa niemals. die sollen dahin gehen wo sie herkommen. das ist nicht ihr zuhause;call2violence
call2violence_aug_273;Keine Flüchtlinge mehr aufnehmen. Trocknet dem Sumpf der Schlepper und Helfer aus.;call2violence
call2violence_aug_274;JEDER, DER EINEN SCHWARZEN MANN ANSTELLT, IST KRIMINELL FAHRLÄSSIG;call2violence
call2violence_aug_275;Richtig so ihr fotzen! !!;call2violence
call2violence_aug_276;..raus mit der unzivisierten Schweinebande......;call2violence
call2violence_aug_277;Queeeeeeeeeer sind Freeeaaaks;call2violence
call2violence_aug_278;Gleich erschiessen!;call2violence
call2violence_aug_279;@USER Ich denke auch so, die Schreier mit Migrationshintergrund sollen in ihr Land gehen, dort schreien.Du gleich mit.Viele Deutsche haben die gleiche Meinung übrigens.;call2violence
call2violence_aug_280;Jaaaaaa. Bitte mehr!! Mein geld reicht noch bis zum 20ten des monats, dann muss ich erst organisieren wie meine lieben was bekommen!!! Gibt ja keine deutschen die hilfe nötig hätten!!! Immer so weiter angie? fick dich!! Nächstes jahr biste widda weg;call2violence
call2violence_aug_281;Die #AmadeuAntonioStiftung, deren Hauptfunktion im Braunfärben jeder Form von Nonkonformismus besteht, hat sich eine neue Opfergruppe erschlossen: Die Aufarbeiter von #SED-Verbrechen.    LINK;call2violence
call2violence_aug_282;Ja sicher klar in einer Demokratie werden wir Mundtot gemacht ,Hauptsache das Asylpack bekommt mehr Geld als jeder Hartz4 Empfänger , solche Sozialschmarotzer und Wirtschaftsflüchtlinge gehören des Landes verwiesen. So liebes Facebook jetzt könnt ihr mich wieder Mundtot machen, und mein Kommentar löschen.;call2violence
call2violence_aug_283;Man sollte diesen vergewaltigenden Schweinen den Schwanz abschneiden. Das würde ja mal sowas von einschüchtern....;call2violence
call2violence_aug_284;Ekelhaft. die armen Mädchen, das tut mir richtig mit weh. Hoffentlich findet man diese Verbrecher und schneidet ihnen den Schwanz und Eier ab und dann ab in den Knast und die Mithäftlinge sollen sich an denen Begnügen.;call2violence
call2violence_aug_285;Der Typ ist lustig :)  Das Motto von Ferkel und auch Schweden ist doch: Wir schaffen das, eeeehhh... ihr!;call2violence
call2violence_aug_286;🇩🇪 💙 👍 👍 👍 👍 Sehr gut, diesen türken muss man die Grenzen zeigen. ‼️ 💞 LINK;call2violence
call2violence_aug_287;Und genau das ist was das ganze Linke Pack will, Freispruch für diese Kriminellen und die rufen auch noch dazu auf, deutsche Frauen zu vergewaltigen... 3:);call2violence
call2violence_aug_288;Ja klar geht mal schön auf die Knie für diesen Afro-American Kriminellen. Ein Hoch auf die Medien und die Dummheit. ;call2violence
call2violence_aug_289;Bring den Tod über alle n1gg3rz;call2violence
call2violence_aug_290;"Töte alle Kalars, die du in Myanmar siehst; keiner von ihnen sollte am Leben bleiben.";call2violence
call2violence_aug_291;Den Mongos sollte man allen das Leben nehmen;call2violence
call2violence_aug_292;Mei bitte, sie sollen sich alle gegenseitig abstechen! Problem gelöst!;call2violence
call2violence_aug_293;Nun habe ich aber wirklich genug ! Es geht mir jetzt einfach zu zweit, Einwanderung ist ein heikles Thema ja, aber ich finde man muss manchmal auch Klartext sprechen können. Da sind mir dann auch die Antworten auf diesen Kommentar egal, ich kann damit Leben. Darum meine Meinung: Die Schwarzen müssen ausgeschafft werden;call2violence
call2violence_aug_294;Militär an die Grenze,und Grenzen dicht. Aber sofort! Sind die Politiker hier vollkommen verblödet und merken nich was sie aus unserem Vaterland machen?! Was hat die Merkel mit ihren Vasallen denn für einen politischen Auftrag...Deutschland fertig zu machen?;call2violence
call2violence_aug_295;VERDAMMTE SCHEISSE! Wir stecken tief in der Scheiße, was sollen wir tun????!!!! Ich weiß: Alle Einwanderer rausschmeißen!;call2violence
call2violence_aug_296;#rapefugees #refugeeswelcome Bürger bewaffnet euch, die Fachkräfte tun das auch. Und die zögern nicht, diese einzusetzen. Better he than me;call2violence
call2violence_aug_297;"""Südländisches Aussehen!"" Naja, die fühlen sich halt schnell aufgefordert Handgreiflich zu werden!";call2violence
call2violence_aug_298;Rettet die deutsche Frau vor dem Multikuliti Wahn #rapefugees;call2violence
call2violence_aug_299;Direkt das Gesindel abschieben. DANKE;call2violence
call2violence_aug_300;VRBRENNEN diese WICHSER;call2violence
call2violence_aug_301;gleich an die wand stellen und erschiessen..;call2violence
call2violence_aug_302;Schwarze sollten sterben;call2violence
call2violence_aug_303;Wir befürworten die Ermordung schwarzer Menschen voll und ganz;call2violence
call2violence_aug_304;Raus, raus, raus , mit dem ganzen Niggergesindel;call2violence
call2violence_aug_305;schwanz ab und zu fressen geben.;call2violence
call2violence_aug_306;Gerade dann richtig angucken und wenn sie dresche haben wolln können sie sie gern bekommen..;call2violence
call2violence_aug_307;Krüppel haben gewonnen;call2violence
call2violence_aug_308;Ihr wixxer ihr nazi haltet die fresse;call2violence
call2violence_aug_309;Jugos sind gut in zwei Dingen: Klauen und faulenzen;call2violence
call2violence_aug_310;Der Islam ist reines Böse!;call2violence
call2violence_aug_311;DIESES GESAMTE GESOCKSE MIT IHREM CLAN MUSS INNERHALB EINES TAGES RAUS AUS DEUTSCHLAND!;call2violence
call2violence_aug_312;"Dreckschweine....!Und sie werden noch in Watte gepackt! Ja Fr.Merkel""Scheisse wenn man sein Eigenes Volk Hasst""!!!";call2violence
call2violence_aug_313;Um die BLM-Demonstranten zu beruhigen, müssen sie Pfefferspray in die Farbkugeln spritzen. Dann bekommt man zwei für einen. Haha. Eine Möglichkeit, den Ort aufzuhellen;call2violence
call2violence_aug_314;Pfefferspray sorgt für Sicherheit im schwarzen Viertel. Vielleicht denkst du nicht über deinen tiefen Zorn hinaus. Apropos: Wie oft sind Sie losgegangen, um Ihre Familie zu beschützen?;call2violence
call2violence_aug_315;Na bitte, es geht doch voran mit der Integration! Vier Muslime rennen besoffen durch Bayern und prügeln auf Passanten ein -  klingt fast, als seien sie schon zu perfekt integrierten Fußballfans geworden! ;call2violence
call2violence_aug_316;97ad6f02b6697407 ich wer total Amok gelaufen jeden abgestochen von den Feigen Pissern nur in der Gruppe stark in Frankreich knallt es auch bald;call2violence
call2violence_aug_317;"Wann kapiert ihr es endlich? Das deutsche Volk wird systematisch zerstört. Alleine diese komplett Scheiße mit dem Freihandelsabkommen... Es wird Geld in Dinge Investiert wie Griechenland ohne das wir richtig gefragt wurden. Wir haben kein Geld für Förderungen Kitas oder Alte. Aber pumpen Milliarden in Asyl Politik! 

Wieso bekommen wir deutsche so wenige Kinder? RICHTIG! Weil kein Geld für uns über bleibt. Wir haben eine so dermaßen starke Wirtschaft das Bildung und Förderungen kein Problem darstellen dürfte! Ordentliche Integration der Arbeitssuchenden bsp. Aber anstatt das eigene Volk abzusichern wird das Geld in den Rachen anderer gesteckt die hier nichts zu suchen haben. Solange der deutsche Still bleibt ist ja alles gut. Macht man die Fresse auf ist man Anti Menschlich oder ein Nazi! Dann soll das halt so sein. Ich sehe wenigstens die Ausmaße die unsere Politik hervorruft. 

Falsche Politik die sich Demokratie nennt und handelt wie eine moderne Diktatur!  USA Arschkriecher.";call2violence
call2violence_aug_318;Dann sieht man Mal, wie krank unsere Politiker schon sind. Sie müssen jetzt auf solche Mittel zurück greifen, um die Stimmung in der Bevölkerung, gegen alle die gegen die kriminellen Flüchtlinge sind, auf zu bringen. Schuld an allem ist und bleibt die Ferkel Merkel und Ihre kriminellen Genossen von der CDU - SPD - Linke und Grünen.;call2violence
call2violence_aug_319;Also das ist jetzt echt der Gipfel des eisberges ..... Die regierungen von deutschland und österreich gehören alle erschlagen die haben null kompetenz das haben sie jetzt mittlerweile öfter bewiesen .....;call2violence
call2violence_aug_320;DDR war dagegen Gold wert. Da waren um dich herum nur deutsche und keine teppichficker die dir wegen nichts auf den Sack gingen!;call2violence
call2violence_aug_321;Dann jagen wir diese Kameltreiber wieder zurück in die Wüste!!!?;call2violence
call2violence_aug_322;Diese elenden Verbrecher!!! Ich hasse die so sehr!!;call2violence
call2violence_aug_323;diese pissnelken hätten erst gar nicht in unser land kommen dürfen / können / sollen...nun wird man die flöhe nicht mehr los!!!;call2violence
call2violence_aug_324;Supie! Sie löschen sich gegenseitig aus! Hoffentlich bald!;call2violence
call2violence_aug_325;Was singt dieser Muezzin da? Ruft er seine Glaubensbrüder zu Gewalt gegen uns ehrbare Christen auf?!?;call2violence
call2violence_aug_326;Macht hoch die Tür, die Tor macht weit...  Nur kommt nicht der Herr der Herrlichkeit, sondern brutale Terroristen.;call2violence
call2violence_aug_327;Wir haben schon früher erbärmliche Vögel getroffen, aber mit ihrer Erbärmlichkeit Geld zu verdienen, ist ein neuer Tiefpunkt. Sie können nicht flachgelegt werden, also müssen sie aufhören, sich so zu benehmen, wie sie es könnten.;call2violence
call2violence_aug_328;Integration findet also im Kopf statt!? Bislang doch eher im Schwanz! #koelnhbf #fluechtlinge #rapefugees;call2violence
call2violence_aug_329;Hey Kumpel. Ich verwende dies als De-facto-DM für den heutigen Stream. Ich slide so hart in deine DMs wie ich bl4ck pssies fcke;call2violence
call2violence_aug_330;2/2  Hauptbahnhof das bunte Fest des Fastenbrechens zum Ende des Ramadan, indem sie fröhlich 'Allahu Akbar' riefen. Die Feierlichkeiten wurden durch unsägliche Polizeigewalt rasch beendet. Einer der verhafteten Muslim*X musste sogar ein Messer zur Selbstverteidigung mitführen.💩💩;call2violence
call2violence_aug_331;Jeder jüdische Polizist ist ein nachtragender Hurensohn mit zu viel Macht;call2violence
call2violence_aug_332;Schämt euch für eure elende Zensur. Ihr habt bewiesen, dass ihr die frei Meinungsäußerung mit Füßen tritt.  Genau aus diesen Gründen haben wir die immensen Probleme mit dieser Bevölkerungsgruppe aus der Türkei und aus Arabien! Ihr verschweigt die Wahrheit und legt euch mit einer totalitären Ideologie namens ISLAM ins Bett! Ihr wisst nicht was ihr tut!;call2violence
call2violence_aug_333;Und nun folgen wieder die üblichen Floskeln, dass wir uns nicht unterkriegen lassen sollen, dass es weiter gehen muss...ich kann es nicht mehr hören. Islamisten führen in unseren Ländern Krieg gegen wehrlose Bürger! Immer wieder sind es vorbestrafte, polizeibekannte Muslime und Gefährder! Vielleicht ergreift man endlich mal effiziente drastische Maßnahmen gegen diese Gefährder, schützt unsere Grenzen und hört endlich auf davon noch Hunderttausende in unsere Länder zu lassen! ;call2violence
call2violence_aug_334;Dieses unsägliche Islamisten pack gehört sofort abgeschoben. Wir PEGIDAner gehen nicht umsonst jede Woche auf die Straße. Diese Bückbeter haben sich ihr image selbst zu zuschreiben dafür haben die selbst über Jahrzehnte hier in Europa gesorgt. Ich sehe schon die Güterzüge rollen aber, diesmal nicht in die KZ's sondern gen nahen Osten.;call2violence
call2violence_aug_335;gleich erschiessen !;call2violence
call2violence_aug_336;Sofort Genickschuss;call2violence
call2violence_aug_337;Merkel ist Geisteskrank Sie führt Deutschland in den Abgrund;call2violence
call2violence_aug_338;"Das Mistsück von Merkel geht über Leichen 
Gehen sie bitte und das ganz schnell";call2violence
call2violence_aug_339;"naja,eine unberechenbare irre Person wie die Merkel weiß wohl nicht mehr,was sie noch redet und tut.
Diese Frau ist verrückt und muss weg.
Dass Merkel alle Flüchtlinge dieser Welt auf unsere Kosten auch noch abholen will,ist ein normaler Vorgang bei verrückten Personen mit Gehirndefekt!";call2violence
call2violence_aug_340;"Merkel gehort lebenslang weggesperrt in ein mit Gummi gepolsterte Zelle in der geschlossene Psychatrie.Angela Alzheimer Merkel. warum sollen souverane Europasische Lander Juncker und Merkel blind gehorchen? Merkel ist ein Megaheuchlerin Sie nennt sich ""Christ"" aber erlaubt der Todestrafe fur wehrlosen Babies.Abtreibung ist Mord.100,000 Babies werden hingerichtet jedes jahr in sogenannte ""zivilisierte"" Deutschland.Haben babies kein Recht auf Schutz frau Merkel? haben nur kriminelle Schutz verdient vor Todestrafe in dein Augen frau Merkel? Wie kann ein Echter christ abtreibung erlauben?";call2violence
call2violence_aug_341;Schwanz ab - fertig;call2violence
call2violence_aug_342;Diese Schlitzaugen kann man doch eh bei keinem Job ausser als Küchenhilfe brauche. Sollen sie wieder zurück in die Heimat verschwinden.;call2violence
call2violence_aug_343;Ganz einfach: Rückbau des Dings. Und in Ankara wieder aufbauen. Dann ist Ruhe in Köln. Ich verstehe eh nicht, wer diese ganzen Moscheebauten genehmigt hat, und vor allem warum? Für mich persönlich gehört der Islam nicht zu Deutschland.;call2violence
call2violence_aug_344;War ja klar, grad die Forderung vom Luschet, wir haben in unserer Familie schon gewettet, dass dies so kommen wird. Man hat Angst, dass denen der Ramadan um die Ohren fliegt und man das ware Gesicht der Gläubigen erkennt, aufbrausende Mentalität und so. Aber Hauptsache man hat den Christen das Osterfest versaut und er hat auch noch brav die Füsse stillgehalten... Unfassbar wie hier wieder scheinheilig vor dem Islam gekuscht wird, schämt dich Luschet!;call2violence
call2violence_aug_345;Was für eine widerliche Scheisse!    Ich hab noch keine einzige Doku gesehen, in der muslimische Kinder eine Kirche besuchen und mit gefalteten Händen vor dem Altar unseres Herrn beten und sich bekreuzigen.    Hier wird verharmlost, was unsere abendländischen Wurzeln später tötet! LINK;call2violence
call2violence_aug_346;Raus mit dem Pack .;call2violence
call2violence_aug_347;raus mit dem Pack;call2violence
call2violence_aug_348;"All die Shippis... Am besten würde man die wirklich auf ein ""ship"" tun. Zusammen mit Sandsäcken. Vielen Sandsäcken. Und am besten Blei. Viel Blei. Soviel, dass das ganze Ding absäuft";call2violence
call2violence_aug_349;"Zu diesem Thema könnte ich ganze Romane schreiben, das lasse ich lieber, weil die Netiquette ohnehin ""dazwischenfunken"" würde. Nur kurz: jahrzehntelang setzte der ortsansässige Entsorger rückwärts in unsere Einfahrt (50 - 60 meter), der neue (Achtung Ironie) mit schwarz-gelbem Kennzeichen (Ostholland) kann das nicht. Liegt es an seiner Herkunft?! (schwarz-gelb)";call2violence
call2violence_aug_350;Scheiße: Ich frag mich grad wie wohl so ein Benz aussehen würde, wenn den so ein Kameltreiber Designt? Als Windschutzscheibe nur nen Sehschlitz, wie so ne Burka? Oder darf dann das Auspuffrohr nicht mehr zu sehen sein? Weil auf Kamel(Tier)märkten bei denen muß ja auch das Geschlechtsteil verborgen werden. Könnte ja so ein Kamelficker da dann das Aufpuffrohr zur persönlichen Befriedigung nutzen. Ironiemodus Off :P;call2violence
call2violence_aug_351;Diese Verbrecher gehören vor ein nationales Gericht und sollen für ihre Überheblichkeit und Verantwortungslosigkeit bis ans Ende ihrer Tage weggesperrt werden.;call2violence
call2violence_aug_352;Top noch mehr von dem gesöcks!;call2violence
call2violence_aug_353;Haha wie sie diesen Neger verkloppt haben, einfach nur fantastisch :D;call2violence
call2violence_aug_354;Bla bla bla bla bla bla  hohle Luft von noch hohlerem Köpfen;call2violence
call2violence_aug_355;"naja,deren schandhafte Kultur kommt jetzt bei uns an.
Unter der Burka sieht man dann halt nicht,dass diese Perverslinge von islamistischen illegalen Einwanderern  kleine Mädchen ohne Titten als ihre Ehefrauen verbergen.
Man fasst es einfach nicht mehr.
Und die 80% männlichen Islamisten,sprich Millionen,die unser Land bereichern,und ohne Kind als Ehefrau ankommen,sprich noch solo sind,vergewaltigen dann bald bei uns 8,10 oder 12jährige Mädchen,weil es in deren Ländern ein normaler Vorgang ist.
Es bedarf  schnellstens einer Revolution..BILD kann mich mit meiner Wahrheit nun auch an den Pranger stellen.
Mit diesem Pranger wische ich mir allenfalls den Arsch ab..Ich lasse mir den Mund nicht mehr verbieten!!";call2violence
call2violence_aug_356;Wir müssen lernen, wie man Nicht-Weiße bekämpft, wenn wir als eine Rasse auf diesem Planeten überleben wollen.;call2violence
call2violence_aug_357;Der Untergang dieses Landes wird unsere Reaktion auf die Pandemie sein. Wir sollten allen Ausländern den Aufenthalt verbieten, bis dieser Virus verschwindet;call2violence
call2violence_aug_358;"In naher Zukunft wird auch der beste ""Gutmensch""verstanden haben dass wir die Grenzen zu Europa schließen und verteidigen müssen. Afrika hat so viel kriminelle Energie die würden uns sinngemäß einfach überrennen ohne dass wir was dagegen tun könnten,  körperlich überlegen, keine Angst vor dem Gesetz und etwaigen Konsequenzen, oder wie war das mit dem berühmten Spruch über Kalkutta.";call2violence
call2violence_aug_359;Bevölkerungskontrolle und dergleichen in einer multirassischen Welt müssen stattfinden, bis wir eine Segregation herbeiführen können. Wir müssen eine Menge lösen, um die verkorkste Zukunft zu vermeiden. Sobald wir eine normale weiße Gesellschaft wiedererlangen können, glaube ich nicht, dass wir die Probleme haben werden, die wir jetzt haben, wenn wir uns über erzwungene Dinge Sorgen machen müssen.;call2violence
call2violence_aug_360;Du machst die Frau, die du willst. Je leerer sie ist, desto besser. Aber man muss sie auf jeden Fall formen, trainieren. Man findet nicht nur ein gutes.;call2violence
call2violence_aug_361;#Bundeswehr  erst überzeugen Politische Linke,die Frau von der Gleichberechtigung,jetzt soll auch noch der Fachkräftemangel von der Frau ausgeglichen werden und womöglich auch noch die Führungsaufgaben,der Frau übergeben werden!;call2violence
call2violence_aug_362;Stellt doch bei der Bundeswehr ein Frauenregiment auf zum Kampf gegen diese Islamaffen. Wenn diesen Feiglingen eine Kompanie Walküren gegenübersteht und drauflosballert ist ganz schnell Schluss damit. Dann lernen die mit Sicherheit, Frauen zu respektieren;call2violence
call2violence_aug_363;"Alles Fachkräfte die wir so ""dringend"" brauchen Frau Merkel und das andere Gesocks";call2violence
call2violence_aug_364;Mir ist völlig Schleierhaft warum unsere verblödeten Politiker nicht erkennen und sehen,was für ein Steinzeit Unterdrückungs,Krawalle,Agressions wiederlicher Scheissglaube das ist.Warum zwingen uns diese Verräter uns,mit diesem Mist zu leben?? Ich will den Steinzeit Shit nicht in meinem Christlichen Land.;call2violence
call2violence_aug_365;Sichert die Aussengrenze! Muslimische Invasion hier nicht!;call2violence
call2violence_aug_366;abschotten, abschotten, abschotten! zurückschicken, zurückschicken, zurückschicken! abschieben, abschieben, abschieben!;call2violence
call2violence_aug_367;Schliessen sie alle Grenzen, damit unsere Frauen vor den Ausländischen sicher sind.;call2violence
call2violence_aug_368;"So eine Mauer. die uns vor illegallen ""Gästen"" schütz, bräuchten wir auch! Siehe hier die ganzen meldungen über Schwimmbadterroristen!";call2violence
call2violence_aug_369;Weißt du, ich habe mich immer gefragt, ob diese Waffen Autisten erschießen können ...;call2violence
call2violence_aug_370;Hat unsere Polizei etwa mal wieder Angst gehabt??? Und drückt unsere Staatsanwaltschaft mal wieder beide blauen Augen zu??? Allahu Akbar!;call2violence
call2violence_aug_371;Was für ne dämliche Frage: Verheimlicht die Polizei brisante Straftaten? Ja sicher doch, die werden doch von den Idioten von der Politik angewiesen nix zu sagen, weil se Angst haben die Stimmung könnte weiter kippen;call2violence
call2violence_aug_372;"Bei den syrischen Antragstellern sollte man genau oefters draufschauen. In Essen stehen z. Z. naemlich sage und schreibe 13 Mitglieder einer syrischen Grossfamilie wegen versuchten ""Ehrenmordes"" vor Gericht! Warum koennen diese Menschen nicht in den Laendern Asyl beantragen, die dieses Land mit Waffen versorgen? Oder hat am Ende doch wieder Rheinmetall Waffen dorthin geliefert? ";call2violence
call2violence_aug_373;RP.Zitat: Einige „bewaffnete Kriminelle“   Ist es nicht komisch, dass dieses wieder mal Moslems sind??;call2violence
