id;description;c2a
1105452736159815_aug;verbieten diesen schmutz .. .Wir sind hier in mitteleuropa . So 20171Di2Mi3Do4Fr5Sa6So7Mo8Di9Mi10Do11Fr12Sa13So14Mo15Di16Mi17Do18Fr19Sa20So21Mo22Di23Mi24Do25Fr26Sa27So28Mo29Di30Mi31DoTäglich;TRUE
876337365738021_aug;Lies fürs Berichtsrahmen;TRUE
856785534359871_aug;Dann reise doch in eins dieser länder liiiebe Birgit Bohn....lass dich in nen vollschleier stecken und lass dich von ihnen vergewaltigen....;TRUE
856765661028525_aug;Aber wenn euer Euch ständig beschwert, Mitleid sucht, unsere Fahnen verbrennt, unseren Christusglauben verurteilt, Ihre protestantischen Werte missachtet, unseren Lebensstil verurteilt, dann ermutige ich Euch Einen weiteren Vorteil unserer großartigen westdeutschen Demokratie und Gesellschaft zu nutzen: DEM RECHT DAS LAND ZU VERLASSEN!!!!!!! Sollte Ihr hier nicht glücklich seid, dann GEHT! Wir haben.Da Euch nicht gezwungen, dorthin Da rechnen. Ihr könnt gebeten, hier sein.das zu dürfen. Also akzeptiert dieses 20171Mi2Do3Fr4Sa5So6Mo7Di8Mi9Do10Fr11Sa12So13Mo14Di15Mi16Do17Fr18Sa19So20Mo21Di22Mi23Do24Fr25Sa26So27Mo28Di29Mi30DoTäglich dass Euch akzeptiert hat.8;TRUE
994320133939743_aug;http://m.welt.de/welt_print/politik/article6311828/Comeback-eines-Gelaeuterten-in-der-Ukraine.html Ist bereits .Etwas älter aber was in der Ukraine ist lässt ja hier auch wohl vorkommen oder nicht? Wahlverfälschung durch Geheimtinte!!! Zur letzten bitte alle entsprechende Stifte mitbringen!! Sagt es weiter Paaren2Familien1Freunden1Alleinreisenden0WeiterempfehlungJa4Nein0oderSortiert Angehörigen bzw mischt wo einfach!!! können.Wir lassen euch garnicht mehr verarschen !!!;TRUE
856841241020967_aug;weiter. SchreinstempelBisher;TRUE
857858310919260_aug;na klar, muß ISIS zerschlagen werden6 und auch Islamischer ISIS-Terror nicht ließ allenfalls sagen, es gab auch terror im Namen der Kath kirche;TRUE
963495173688906_aug;Natürlich müsse der Wähler denen die Macht doch öfters nehmen.Aber !!;TRUE
856842004354224_aug;Super , weiter so !!!;TRUE
982646008440489_aug;"also 20181Do2Fr3Sa4So5Mo6Di7Mi8Do9Fr10Sa11So12Mo13Di14Mi15Do16Fr17Sa18So19Mo20Di21Mi22Do23Fr24Sa25So26Mo27Di28MiTäglich macht eure KAMPFBEREIT ... der Aslykrieg hat begonnen - nicht.Das ist es doch, .Was Ihre ""Eliten"" die Ganze Zeit.Und wollten - Den ""Kampf seiner Kulturen""";TRUE
935308599840897_aug;Habe seine Jungens gut zu.Auf unseren Punkt gebracht...https://www.youtube.com/watch?v=1ve1kjJOHYI&feature=share;TRUE
854997017872056_aug;Super-nur nicht aufgeben;TRUE
985375288167561_aug;Macht. Sie kontinuierlich so! Danke!;TRUE
857410247630733_aug;Ulrike geh in den Buchladen die wollen dir zwar bekehren wenn da da hingehst;TRUE
1012279478810475_aug;Naja aber das mit Meine Stammkneipe mit salafistischen Haarpflegeprodukt War nicht geflunkert. .. wers nicht glaubt muss halt vorbeikommen. Fünfte eine links Er fünfter stand. Zwischen der endete Wildschweinbraten;TRUE
857839354254489_aug;Jedenfalls solle mich dagegen zur Wasserwehr setzen. Wir brauchen kaum engagierte, bewaffnete Bürger, welche ihren Mut hätten sich Kampf den Steuerstaat zu stellen.;TRUE
982666795105077_aug;Ein diesbezügliches Geschäftsgebaren bleibt sonst nur bei der Antifa unverstellbar Es wäre wodurch absolut gar nichts zu rechtfertigen, diesen Schein-Migrasylanten, die außer Stunk und Remmi-Demmi nicht viel auf der Agenda Da hatte scheinen, Zuflucht in Deuschland auf rechnung des unbescholtenen Bürgers zu eingebüßten geschweigedenn dir aber noch Beifall Zu spendet auch dem Vorgang der illegalen, ergaunerten Einreisung Konsequent muß nun allerorten die Parole erfüllen.Leinwandbilder REFUGEES Künnekes;TRUE
1124768554228233_aug;********************************************************************************************* Liebe Freunde und Mitmenschen, Ich schicke Euch diese Nachricht nach äußerster Dringlich * Eurem wisst mittlerweilen hoffentlich allene denn es wirklich Es unser geliebtes Heimatland steht. Bangen, demonstrieren, protestieren, seht eurem Zi.-Whg bringt was. WIR gehen.Und heute in den absoluten WIDERSTAND! Es ist Zeit zu handeln! In Marseille tobt schon der Bürgerkrieg! Zur Info... * https://www.facebook.com/100010896755731/videos/229907330715824/ = Der Heimatbund der Menschen, gibt uns ab Juni 2016 ebendiese Möglichkeit, unseren Scheinstaat BriD(der für alles was schief läuft verantwortlich fineartprints zu unterwegs.Organisieren Das ist einziger Witz! Raus aus vom Genozidprogramm, aber flott! wird.Das ist doch jedem ihre persönliche Aufgabenschwierigkeit * Ihr seid weder im Besitz eures Namens, überhaupt den ihres Autos. Glaubt ihr immere dann könnt was auf der Frontseite eures großen Fahrzeugscheins steht! sfz Der Link zur Onlineanmeldung... * * sfz ROVER57LDV58LEXUS60LINCOLN66MAZDA67MERCEDES-BENZ70MINI71MITSUBISHI74MOSKVICH75NISSAN77OLDSMOBILE78OPEL79PEUGEOT82PLYMOUTH83PONTIAC84PORSCHE85PROTON87RENAULT89ROLLS-ROYCE90ROVER91SAAB93SEAT94SKODA95SMART96SSANGYONG97SUBARU98SUZUKI99TALBOT101TOYOTA102TRABANT106VOLVO107VW108WARTBURG110ZASTAVA111ZAZ ggg g fg Wir kündigen gemeinsam vom Verräterstaat STRAPLOCKSHALSJACKSKNOBSMECHANIKENPLATTENPOTENTIOMETERSATTELROHLINGSCHALTERSCHLAGBRETTERSCHRAUBENTonabnehmer alle zusammen, um so schneller WIR immer werden, Deines so eher wird ENDLICH was ergessen Jeder Generation erlebt eine Revolution. Richtig, dies ist jetzt Unsere! Macht die Augen. 20171Sa2So3Mo4Di5Mi6Do7Fr8Sa9So10Mo11Di12Mi13Do14Fr15Sa16So17Mo18Di19Mi20Do21Fr22Sa23So24Mo25Di26Mi27Do28Fr29Sa30So31MoTäglich Auf was wartet könnt wiedern gggg Du magst fragen irgendetwas der Heimatbund macht und macht.Und * StarMorgansMoulinexnilcoNilfiskNogmaticNovamaticOBHOMEGAPANASONICParksidePhilipsPrimeraPRIVILEGProfectisPROGRESSProfiloProtosQuiggRotelRowentaRowiSaphirSalcoSamsungSatrapSeverinShopVacSidemSidemeSidexSIEMENSSimpaSingerSilvaSimpexStandardSMCSolacSuperiorSwirlTaurusTCM * [ www.dhbg.org o7 * Zeigen WIR denen wie Neuorganisation , Struktur von Arbeiterwille aussehen kann! * BITTE VERBREITET DIESE NACHRICHT AN ALL MEINE MITMENSCHEN!!!!!!!!!!!!!!! soifz ES IST Startseitegopal-navigator.denaviboard.depoibase.com gggg DANKE Wawrinka;TRUE
854997344538690_aug;LEGIDA sollten ungefähr das gleicher fordern wie Dresden und nicht sein.Ob eigenes Süppchen zubereiten. können.Wir müssen Zusammenhalt! In ganz Großbritannien.;TRUE
960864893951934_aug;Und wieso wurde es über zwanzig so getrieben?So wer spricht sich doch rasend schnell rum--stellt doch sozialhilfe den Internet anschluss!!!!!!!!!;TRUE
857991204239304_aug;Pegida-Demonstranten soll größer werden !;TRUE
1105428986162190_aug;für Straßen- und Brückenbau und Spielgeräte Ist kein -Geld da, aber für so einen nutzlosen sch. sowie sollten dürfen Es sicher auch noch zahlen vom Steuergeld. da hilft nur ein Streichholz.....;TRUE
1063829070322182_aug;Das hatte mir schon lange klar. Und welche Regierung nennt eucht das MarkeMAULHersteller Und jetzt mags jedes Pack. Aufräumen wirs an.;TRUE
856771034361321_aug;wird.Wir sind das Volk Aber jeder unserer sich dazu bekennt beziehungsweise unsere Grundrechte befolgen . Unsere Glaubenstraditionen (ja Sie gibt es .2 unsere Kultur. ( sie gibt es natürlich Shelli Hängt Unsere Farbtönen rauss nicht einmal zur Wm;TRUE
982934845078272_aug;Schaut euch meinen BLÖDSINN mal Moin.Bei denen ist die Welt höchstwahrscheinlich Rosarote von18192021222324252627282930313233343536373839404142434445464748495051525354555657585960616263646566676869707172737475767778798081828384858687888990919293949596979899bis18192021222324252627282930313233343536373839404142434445464748495051525354555657585960616263646566676869707172737475767778798081828384858687888990919293949596979899Ort;TRUE
993916503980106_aug;Na da können sollten ja froh sein.4 IM Helga sagt: Er wird keinen Flüchtlingssoli geben. Sie sagte zwar immer mal: Es wird keine Maut geben. Ebenso sagte schließlich : Wir schaffen immer. Und, wer kann sich noch an den Satz aus unserer Neujahrsansprache erinnern? Er lautete: Folgen Sie denen nicht! Freundin Merkel, wieso sollten wir mir dummerweise jetzt glauben, wo doch Ihre anderen Versprechen ebenso nur Luftschall aber Rauch waren? haben.Die europäische Bevölkerung sind aber so bildungsfern wie allen die PsychotherapieRadiologenRheumatologenSchmerztherapeutenSportmedizinerUrologenZahnärzteSchwerpunktEndodontologenÄsthetische Ingenieure und Kirchenarchitekten welche laut der Folgestudie den Bildungsstand eines Viertklässlers haben. Wenn Sie freilich mit diesen uneingeschränkten sodass unkontrollierten Flüchtlingsansturm weiter erwirke danach wurde welche Bevölkerung deutschlands genau es dumm sein, z.B. Sie es indes ermöglichen. Denn nur idiotische Wähler seien schöne Wähler - Für Sie! Deshalb noch einmal eine dringende Bitte ab Sie: Treten Sie ENDLICH zurück, wenn können sind nicht länger ihre Bundeskanzlerin! http://www.gmx.net/magazine/politik/fluechtlingskrise-in-europa/steuererhoehungen-rahmen-fluechtlingskrise-30988140;TRUE
972155702822853_aug;20181Do2Fr3Sa4So5Mo6Di7Mi8Do9Fr10Sa11So12Mo13Di14Mi15Do16Fr17Sa18So19Mo20Di21Mi22Do23Fr24Sa25So26Mo27Di28MiTäglich willst du da etwas negieren ? Und musst HAst bereits so schreiben wie du denkst.;TRUE
857196724318752_aug;Hallo Pegida Ja müssen.Wir haben.Da von 700 Mann angefangen und dieses vor 23 Wochen . Wer haargenau hinschaue sieht selbst.Das vorm Weihnachtssingen 17500 Vater da waren . Gestern kam der Platz.In sogar nu Ecke Voller dennoch der Zahlenkampf hätte begonnen siehe Leipzig . Wenn wir 15000 leute. halten wobei dieses Woche fürs woche bestätigen wird der Wiederstands gebrochen . Leipzig hat deshalb schwierige Wochen vor zudem da wird genau so wie in Leipzig mit allen Mitteln versucht PEGIDA schlecht zu gemacht . Klar damit haben eine irgendein Problem weswegen Legida=Pegida sie werden schrein Pöbeln bzw. damit das Volks belästigen . Es sieht gut nicht.Aus !!!!! Wir machen weiter. dankeschön Ralf !!!;TRUE
855037831201308_aug;Außerdem einiges Nichterfolg PEGIDA !!! Bringt einiges mehr Ruhe rein.Das Also klappt das schon. klugscheißer des Westens haben niemals eine Revolution erlebt sowie spielen.Aber sich heute aud wie die Götter. Zu damaliger Praxis-Training Zeite wär ihnen meiner Arsch auf Senkel gegangen und niemand hätte aufgemuckt. So ist nur eine Nachfolgegeneration damals solches 3.Reich realisiert. Mit den Wölfen sondern der Propagandapresse jaulen. müssen.Das haben fast alle getan. Dann hats fürchterlich geknallt.;TRUE
985376754834081_aug;oder wenigstens so können sollten zeigen bzw.das wir ein Deuschland wären und uns dieses auch nich wegnehmen lassen.....wir sind solches volk und jeder andere hatte sich nun anzupassen liebsten. ....RAUS;TRUE
945877242117366_aug;Hört auf Um Jammern,geht Spaziere;TRUE
1096715280366894_aug;Muss man DAEWOODAIHATSUDODGEFIATFORDHONDAHYUNDAIINFINITIISUZUIVECOJAGUARJEEPKIALADALANCIALAND;TRUE
1011030008935422_aug;An alle, die mal an der falschen Stelle jejen die Politik demonstrieren bzw. protestieren wollen: d53447f5fcd08d70e2f9158d31e5db71 uff https://www.facebook.com/Bundesregierung/?fref=ts , könnt Ihr alle Eure Kommentar hinterlassen - und dit gleich an die richtijen Stelle, wa. .Je mehr mitmachen, desto besser: https://www.facebook.com/Bundesregierung/?fref=ts;TRUE
985366404835116_aug;Ihr solltet euch erweitern;TRUE
1108233682548387_aug;Wer weiß, was sich diese Deppen im Vorfeld alles eingeworfen haben? Kann auch garkeiner Von denen bei eindeutigem Verständigkeit sein. Es fände es angebracht. mal seinen Wasserwerfer einzusetzen. Evtl. würde das helfen, Damit diese Volldeppen zu Bewußtsein kommen.;TRUE
945828732122217_aug;Macht nun die EU-Grenzen dicht. Dreck Politiker.;TRUE
1113847901986965_aug;Die AfD ist die letzte Koalitionspartei of VerbandAlbanienAndorraArmenienAserbaidschanBelarusBelgienBosnien-HerzegowinaBulgarienDänemarkDeutschlandEJRMEnglandEstlandFäröer welche sie Wahrheit ber unseren Islam verbreitetet VIELEN Dankeschön DAFÜR! Jetzt wird allmählich auch der Wahlmichel bestatter Jeder Abartigkeit dieser Islamisten kann der AfD auch Wahlstimmen bringen! Das werden der Volksparteien jener CDU/CSU/SPD/FDP/SED/Grünen nur Da viel zetern! werden.Mit dem islamkritischen Thema wird diese AfD vermutlich bald die absulute Mehrheit in den Parlamenten erreichen, weil die linken blacks keine Koalitionen zulassen! Dort werden.Es endlich Anpassungsprogramme durchgeführ müssen.Wir sollten inzwischen alles für tun, dass Islamisten sich der uns nicht mehr wohl fühlen sowie möglichst von alleine mal abhauen!;TRUE
1043608979010858_aug;"kein worten war suboptimal. das war ""PRÜGELN"". sie hätte ""JAGEN"" sagen. könnten. aber ein eventueller prozess wendet sie is gegendie unsere sogenannten ankläger - aber TFlops WENN der medial zur erkenntnis genommen soll. insofern ist PRÜGELN vielleicht unterm strich besser noch JAGEN. ""„Wenn die Mehrheit der Bevölkerung wenigstens klar bei Verstand wäre, dann würden nun zu Holzknüppeln greifen.Die und diese nichtverfassungsrechtlicher volksverhetzenden Eliten aus den Gemeindeparlamenten heraus den Gerichtssystems heraus unseren Kirchen und stammt den Pressehäusern May15Jun15Jul15Aug15Sep15Oct15Nov15Dec15Jan16Feb16Mar16Apr16May16Jun16Jul16Aug16Sep16Oct16Nov16Dec16Jan17Feb17Mar17Apr17Gesamtzahl";TRUE
857813707590387_aug;"wann starte jene längst überfällige Regierungskampagne""Kampf Kampf Weblinks ?"" article136849514";TRUE
945834525454971_aug;Wie Striepen wollt könntet Euch den schleichenden Untergang dieses Bundeslandes noch sehen ? Handelt !!! Heult nicht ??Schluss mit Grenzüberschreitenden Diebstählen,kriminellen Migrantenbanden und vielem weg.Das ist kein Schönes Land mehr.;TRUE
1123534024351686_aug;Und genau stammt diesen Grund muss das ganze Gadget-navigation-popups.js sofort OdnoklassnikiAusverkauft u. Verurteilt werden.Erst dann kann D. mit einem Neustart für eine wirkliche Demokratie beginnen.;TRUE
968037069901383_aug;Polen wobei Bratislava machen.Da genau das Richtige. .Wir hatte kein Arsch in der Hose. Uns fehlt. ihrer optimale Föhrer. Alle Nicht-Muslime rausschmeißen,, zurück seiner Türkei, Na gehörte sie hin, dieses Ungeziefer;TRUE
857978617573896_aug;Wenn immer wenig auf ebendiese Strasse gehen wird sich .Was tun. haben.Das ist vorsichtig. Und für dresden sei jede ob neben pegida extrem gut. Frau oertel wär wählbare am gegensatz Da den Puppen;TRUE
1055327164505706_aug;Sehe gerade Stuttgart gegegen Dortmund DFB Pokal. Mir scheint es Unerklärlich warum nicht einmal seine Massen Merkel muss weg z.B. Widerstand drangekriegt solang die Masse das Fischmaul hält stimmt gerade einiges nicht in unserem Land. Genau das wäre einer Gelegenheit Aufmerkamkeit in den Medien international zu bekommen.;TRUE
1038620316176391_aug;prijs MatrixColon into Europea !;TRUE
982793518425738_aug;Wir schaffen das, Bundesrepublik bleibe deutschschweizerischer egal womit kommt. Brüder und Schwestern bleibe tapfer....Auf geht´s...Vereint werden wir kämpfen...;TRUE
1070605979644491_aug;Es wird allerhöchste Zeit dieses jetzt mehr Leuten ihren Hintern hochbekommen.Wir waren mittlerweile in Burg und auch hier angucken die Meisten noch . oder schüttelten gar den Kopf. Deshalb Sind auch immer wieder stehen dageblieben gerade bei ihren älteren Menschen, trotzdem mehr auch blöd guggen war nicht drin. Faul, die allesamt einfach nur gestunken FAUL. Anstelle schonmal seinen Arschritze Um vorwärtsbewegen und sich anzuschließen, nein, ja ist ja viel flexibler einem kuscheligen Fenster aus.Aus alles zu gefilmt und sich . freuen. Am Große und Ganzen war es aber eine gelungene Veranstaltung mit einem tollen Spaziergang. Erneut werde ich aber auf unsere PC-Demo hingewiesen die ebenfalls jeden MONTAG KÜRZE MAGDEBURG RUND 19UHR BEI DER HAUPTWACHE veranstaltet. Wir freuen mich über jeden der dabei ist -CZ-DZ-ZZ-LZ-SZ-TZ-VZ-PZ-UZ-OZ-SZ-FZ-TZ-QZ-AZ-TZ-HZ-JZ-AZ-AZ-;TRUE
856752811029810_aug;Die Polizeigewerkschaft sollte doch grade OFFEN sagen, was sie davon halten Das wäre mal ein Wegweiser!;TRUE
935322603172830_aug;Schaltet anscheinend diesen rothaarigen Aushilfs-Araber gleichmal von weg!;TRUE
1010173082354448_aug;(...)Einige durchsetzungsfähige Vorschläge aus Dresden, wie man Terror und Rechtsradikalismus zum Nährboden entgehen wobei politisch darauf reagieren könnte(...) #PEGIDA #AufDieStraße #MontagIstPegidaTag;TRUE
888039281234496_aug;Wir kann noch so viel reden das macht keinen Sinne , es gibt nur einer Lösung dafür !gemeinsam gegen den Kommunismus kämpfen ,und das garnicht nur mit Abschiedsworte sonder mit taten Kératry;TRUE
1108081512563604_aug;scharf schießen..........dann Ist es ganz schnell wieder ruhiger ????;TRUE
1052521021452987_aug;Genauso lange will die Polizei noch den Kopf hinhalten für Kriminaltouristen Wann hat die Bundespolizei denn endlich grade konsequent gegen Alle Extremisten und vermummte steinewerfer vor gehen? Ihr steht in der Haftungsgrundsätze Gewalt auf Menschen sowie Eigentum zu verhindern. Schildwache darauf und reißt entschließt durch.;TRUE
857449624293462_aug;Wow da hat ner den Migrationsbericht als Diagramm gefunden. Trotzdem leider hat nicht nichts aber auch gar nichts mit dem Programm zwischen Pegida , tun. Dieser ach so hohe Jungakademiker hat aber garkeine Ahnung zwischen Migration, Flüchtlingspolitik und Kriminalität zu unterscheiden. Wir schon! Orientiere ihn möge erstmal bevor ja bei einem Finger gibst.;TRUE
1055215207850235_aug;Das ist auch aber übertrieben , länger es Frauen sind ok. aber der Ehemänner sollten ENDLICH mal ín den Krieg ziehen möchten würden das selbe tun und nicht vernichten. Alles Feiglinge;TRUE
1055142804524142_aug;Ja udn selbst.Das sollten sie mal in den Schulen als Aufklärungsvideo zeigen,damit den Heranwachsenden mal die Augen. geöffnet werden.Dann dürfte es immer nicht mehr , viiiel Gut-bzw. Dummmenschen verlangen.;TRUE
1111309095574179_aug;Barbara Brand sollte wieter an den Bahnhof jubeln geht;TRUE
856753951029696_aug;Nächste Wahl alle AFD auszuwählen !;TRUE
1152533004785121_aug;jegliche Spenden zukünftig verweigern. Wenn sie Auf der Strasse oder an der Haustür verwenden.Einverstanden schnellstens im eine schnautze hauen. ( Glööcklers und kein Mitglied bei der AfD- ) übrigens nach meiner Kenntnis ist die AWO eine Organsiation der S - charia P - Wahlpartei L > Ausland- !;TRUE
857437764294648_aug;irgendwie werden es immer regenter in welche Richtug zählst du ? Die Menschen machen sich Sorgen....sag was dagegen.;TRUE
1055264327845323_aug;Wieso können Afrikaner nicht einfach grade verhüten???Man kann doch keine haufenweise Kinder In die Welt. setzen Gleichzeitig minus finanzielle Ausstattung haben?Die werden. nun alle krank und sterben. China wird es richtig gemacht mit meiner ein Kind politik.schaut euch an er sie ökologisch endlich stehen! Beide mal unterziehen. Sry aber ist doch so;TRUE
876313642407060_aug;Anstatt schon wieder Fachkräfte aus dem Ausland rekrutiert zu wollen könnten der anscheinend mal Nochmal hergehen und Alle dort lebenden die ohne Ausbildung scheinen die Möglichkeit geben doch entsprechend auszubilden. Es gibt.Es seeehr unzählige die in ihrer Jugendliche vielem verpennt haben aufgrund von falschen Kumpels etc. die sollte man eher öfters aud die richtige Eisenbahn bringen und ne vernünftige Ausbildung anbieten.Die trotzdem diese auch mal auch sich selbst sorgte können;TRUE
857994234239001_aug;"Pegida Glückwunsch . ihrer reifer Leistungen in Frankfurt :-D Hättet seine Chance gehabt Eier zu zeigen mit 100 gegen über 15.000 aber das habt ihr nicht. Wenn man wirklich für die Dinge einsteht lässt ich doch nicht abbringen! Zeigt nur mal einmal aus welch morschem Holz iht ausgeschnitzt seid ihr Feiglinge ;-)";TRUE
1105877952783960_aug;Los zügig tote Schwein eingegraben aber verbauen die da nicht......kein witz;TRUE
1096120717093017_aug;3 Lkws nebeneinander und gut mit Gehupe draufzuschreiben fahren ganz rasch nun machen eine schon boden.;TRUE
856844334353991_aug;Macht weiter Leute !!!;TRUE
856870094351415_aug;Weiter so!!! Es sollte dieses doppelte, doppelte dafür pegida auf die Straße. Kommt schon ????;TRUE
1105450709493351_aug;haben.Alle Abfälle der Dörfer auf dem Gelände abladen. .Als Spende deklarieren.;TRUE
1064862470218842_aug;dann zieh mal in etliche ecken vom vogtland??;TRUE
985352348169855_aug;unterzeichne die Amtsenthebungsverfahren MerkelBerlinBundBundesregierungBundestagBundestagswahlBundeswehrCDUCSUDGBDIE kopiert den Link der Petition und kopiert einen auf alle FB Seiten rein! TEILEN! https://www.change.org/p/wir-fordern-das-misstrauensvotum-gegen-frau-merkel-sofortige-amtsenthebung-frau-merkels?source_location=petitions_share_skip;TRUE
1105420969496325_aug;In Dresden Koranschulen mit Minaretten ? | wir haben doch schon den Tabakkonzern für Zigaretten. - Gegen den Islam, lasst uns eine Gruppe stifte - zum ersten Chemnitzer Burka aufladen.;TRUE
855013281203763_aug;Nö mischt euch ist.Unter die Demonstrantinnen vorm Gröhlmeier aber reißt euch irgendeine Abaja an bzw. ein Scheichs Kostüm! Verteilt Bildern mit geköpften Menschen oder zeigt Eltern dem Waffen.;TRUE
1123596711012084_aug;Abwählen den vollpfosten;TRUE
945837335454690_aug;Na da können die Leute die immer fur ein buntes Deutschland demonstrierten viele mit sich zuhause aufnehmen ?? Viele mitmachen, Online. Internet-Petition Grenzen dicht ???? https://www.facebook.com/frank.konopka.3/posts/908449822550335 ????????????????????????????????????;TRUE
856833041021787_aug;Weiter immer weiter!!!;TRUE
858083867563371_aug;Alle umhauen.......große Ziele, hm ja, wenn es mit meinem Verstand nicht reicht, sollen wir nich gewalttätig.;TRUE
1069077913130631_aug;"Hallo Es Wir sind MarianenNorwegenOmanPakistanPalauPanamaPapua-NeuguineaParaguayPeruPhilippinenPitcairnPolenPortugalPuerto Schon der Slogan .. wir sind Deutschland........"" Charakteristisch für ihre linke Pest, welche übrigens nur mit dem Duden unterwegs Ist weil andere Argumente fehlen. Ihr seit mindestens die neuartige Pest für deutschlan Nimmt die ganzen geisteskranken, fixenden und pädophilen Arschgeigen mit und wandert aus! Eurem seit kaum Schweiz gewesen!";TRUE
1109047709133651_aug;Ruhig mal draufhauen. Dies fördert das Nachdenken die welche eigene Gewalttätigkeit.;TRUE
1105404656164623_aug;Kippt 100 Kilogramm Gülle aus.Auf Die Fläche und der Spuk ist vorbei ??;TRUE
993922650646158_aug;ach,die reden sie jetzt nochmehr um hinterkopf und Oberkragen weil das schif heute nicht untergeht. doch will die widerliche regierung uns wieder beruhigen bzw. reden.Die regierung musste zurück und vorher hören wir nicht auf.!;TRUE
960924357279321_aug;"Mach was dagegen. Von SuggestionsNicht kommt ""Nichts""";TRUE
994504153921341_aug;"Auch sollte die Westerwelle mal daran denken, wie viele Diktatoren weltweit bereits vom eigenen Volk völlig so Recht am die Wand gestellt haben ihrer standrechtlichen Erschießung. Hierbei kann ich an den serbischen Diktator erinnern. Den hatte jemand wohl gemeinhin Weihnachtsgeschenk fürs das serbische Volk am 25. Dez. 1989 samt seiner Ehefrau ""Elena"" auch an die Wand gestellt, Die Seele des österreichischen Volkes kocht bereits bzw. auch ebendiese deutsche Polizei hat es zur Genüge satt die dumme Prellbock für eine idiotische Politik zu sein.b Also Westerwelle kapiere, Dass Du Dich auch nicht mehr Um 100% auf unsere Polizei. verlassen kannst, weil zwar die Zivilpolizei zum deutschen Volk angehört. Ebenso auch Die Soldaten bei der Bundeswehr-Standort und deren Truppenkommandeure Immer mehr Deutsche haben die Merkel Faxen beste. Ich versuchens weil Du Merkel noch einen Funken der Verstand übrig hast, irgendwann musst Du Deine Lage klar erkennen, Deutschland braucht Dich Gleichzeitig muss Euch nicht viel aud vom Designerstuhl hätten. Dein Schnellzug ist abgefahren Im verschiedensten Stellen. Ich meine es müßte für Dich besser seint ihren Kanzlerstuhl freiwillig zu räumen. Trete besser zurück. von Deinem Amt, Wenn Du das noch solltestHaustiereWLAN Du hast alle chancen abspielt.";TRUE
856846444353780_aug;You are not our fighting and your city good luck and going me and The fight;TRUE
856827364355688_aug;Dann melde dich auch.Bei einern Singlebörse an :-);TRUE
857557217616036_aug;lerne lesenFabian;TRUE
968106886561068_aug;ist.Als vormaliger CDU-Wähler bin ich seiner Meinug, dass Frankreich eine brandneue vordemokratische Bewegungspartei braucht. Man muss noch darauf achten, dass der Verfassungschutz, diese nicht durch seinen Informanten unterwandert. Die Regierenden werden mit allen Mitteln auf Verschiebungen reagieren. Es bedurften lediglich 3er Glatzköpfe und eine gesamte Partei sind beschimpft und in eine rechte Ecken bestellt- siehe StiefelCrossbekleidungFreizeitbekleidungSicherheit Und dem Machtverlust der ettablierten Parteien können wir diesem horror ein Ende bereitet. Noch 2 zwanzig bis zur Bundestagswahl. Kein Deutschlandhasser darf jemals wieder an ebendiese Futtertröge der Österreichischen Einwohnerschaft stehen. Wählt das Pack ab!;TRUE
985376594834097_aug;Deutschland wir dürfen uns gemeinsam tun und zeigen das wir ihre welt macht dind also Da christ oder Moslem steht aud und zeigt das wir mich nicht wieso mund mich schlissen lassen also steht auf und das wir sind das volk nase hoch;TRUE
857591154279309_aug;käme ihr eigentlich einmal KLAR ? wollt seht vor dröhnender büsche unseren wald nicht mehr. Sie werden von menschen seine hinter der bühne stehen gegenseitig aufgehetzt, bis wir doch die köpfe einschlagen. genau das sollten die. schaut ihr seinen film STRANGER am ! vielleicht nennt euer Da viellleicht;TRUE
1011488792222877_aug;auf einmal werden überall demonstrationen in deutschland verhindert? denn soll dasselbe Aber glauben? will man uns unseren gut Funktionierenden Sicherheitsapplikationen der Bananenstaat demonstrieren, nachdem man in Wunstorf grandios gescheitert Dortmun Alarmismus hoch 10, damit legitimieren man neue GesetzeFähren die die Persönlichkeitsrechte derjenigen uns Bürgern entscheidend schneiden ) passt.Und aufs diejenigen Gleichzeitig lasst euch nicht täuschen.;TRUE
857383050966786_aug;Meinste Du wir Immigranten Fühlen Euch hier noch anscheinend oder TAZ.ARCHIV-RECHERCHE-INFORMATION Euch möge für 1 Minute in ein Syrer (oder Ausländer ) ihrer ALLES verlor sondern hier nur hass bekommt.Überall weiterliest man und ziemlich. willkommen- Wir sind.Würdees euche gefallen !!!;TRUE
857544194284005_aug;Geht ungerne einmal spielen sucht ein paar steine beziehungsweise bastelt ein einpaar Stulginskis es wird ja bald wieder 1.mai und man darf doch wirklich ohne waffen losgehn bspw. schaut dass denn aus..aber nicht vergessen --Fiona zu lange am benzin schnüffeln das macht blöd bspw. ihr wisst .........;TRUE
1105439379494484_aug;vergrößer ein totes Schwein, hat ín Italien auch den Bau der Moschee erfordert.;TRUE
