id;description;c2a
856768461028245_aug;Gähnend langweilig . bissel mehr Passion in den reden .;True
1096091423762613_aug;Eine gutes Schläger sollten die mit Strafe belegen aber so das sie 4wochen lang roter Saft abschlagen .;True
882720065099751_aug;Eigentlich könnten sie sich doch in ihrem eigenen Land gegenseitig ermorden ......;True
857830904255334_aug;Wacht endlich mal auf ! ! ! ! ! ! ! !;True
857433180961773_aug;Da   Zisch ab mal schön auf die Nazi-Seiten und mach denen das selber klar .   PEGIDA hat bereits die wichtigsten ausstehende Zahlungen fest im Aussicht . Dann   bleibt am Ende auch mehr klingende Münze für Gründung ...;True
1069229956448760_aug;"Anschauen lohnt sich :D 

 https://m.youtube.com/watch?v=aL-3nl5wq6I&feature=player_embedded";True
856751914363233_aug;Wenn jetz Wahlen wären , würden wohl einige Parteien schlecht da stillstehen . Also Pegida weiter so wir Bedarf haben eine Modifikation in diesem Staat .;True
1105612989477123_aug;Völker hört die Signale . .....;True
856809334357491_aug;Dann laßt das präsentieren doch einfach . Ihr habt dort den geringsten Komponente an Muslimen aber macht die dicke Achse ... unfassbar .;True
993948563976900_aug;Ab einer zukünftig unumgänglichen Kostensteigerung bzw.finanziellen Schlussrechnung für diese vollzogene Annektierung qualmt die Unterkunft ! Das wissen die Politiker ganz genau ! Und der Orient Deutschlands wird sich veredeln !;True
856752341029857_aug;Weiter so pegida ! ! !;True
982728735098883_aug;"https://youtu.be/UmDzMDEGJkY 
 Stellt euch gegen ffm";True
994406387264451_aug;Du   fährst ja richtig zur Optimum auf , hässlicher Eddie .   Aber Einbildung ist eben auch eine Gefüge der Eröffnung ( immerhin etwas ) . So und jetzt ab mit den Enkeln zum Friedhof , Häufchen machen trainieren .;True
857516254286799_aug;Geht nach Krim und helft eure russischer Bruder , nur der putin kann euch retten , macht doch eine Petition das putin euch wieder regiert :-) :-) :-);True
993939797311110_aug;Ja Verantwortung andienen und mit allen Mitteln des Gesetzes strafen ! Vor allem Privatvermögen gefrieren und alle Leistungen die ein Politiker sonst so bezieht auf Lebenslang aussieben !;True
858352020869889_aug;"In Frankfurt . 
 So sieht die Gegendemonstation aus . 
 geprägt von Tolleranz , Ehrerbietung ja sogar Liebe . 
 Schaut genau hin , und überzeugt euch .";True
945984825439941_aug;sofort deportieren;True
856803424358082_aug;"Göttlich sie walten es doch nicht anders ... regen sich auf jeder linke ein radikaler ... na was machen sie denn ? 

 Erstmal an die eigene Bolzen kriegen ...";True
1010703328968090_aug;Ich halte das auch für eine gute Idee , allerdings muss hier mehr Publicity für die Eingebung gemacht werden . Z.B. durch PEGIDA ! :);True
993510660687357_aug;250.000 und es hat nichts mit linksversifft zu handeln sondern geht uns alle an . Informiere dich , bevor du dich entrüstest . Bei solchen Dingen sollten wir wirklich den Linksrechtsgrünscheiß bewilligen .;True
982647195107037_aug;Sagt jetzt bitte ein Gebet für unsere Kinders , die Polizisten , die locken es , Europa von diese Saubande zu sichern . LG aus Ungarn .;True
985378574833899_aug;BERLIN ab nach BERLIN ! ! ! ! ! ! ! ! ! ! ! ! ! !;True
945846088787148_aug;Neger anbieten nicht ihr echtes Alterchen ! ! ! ! ! !   ' junge Fluechtlinge ' sind vielleicht schon 20 - 25 J alt ! ! ! und sowieso in ihrem Grund sind sie mit 15 schon ausgewachsene Maenner . Stop this politically correct stupidity .;True
993933613978395_aug;"Sie haben Soviel Gelogen das Ihnen Keiner mehr Was glaubt ! ! ! 
 treten Sie ab von ihrem Posten ! ! ! 
 Und Zwar Sofort , und deployen Sie Herrn Gabriel und Konsorten mit , auf Nimmerwiedersehen ! ! !";True
935480303157060_aug;"ähm , du erinnerst dich aber schon wer mit welchen Panzern den Krawall niederrollte seinerzeit ? Das ist eine Problem die -für mich zumindest- doch sehr paradox erscheint . Einerseits eine nicht zukommende Bedeutung verleihen die Pegida-Führer Putin und seine UdSSR und anpampen auf alles was auch nur ansatzweise etwas mit Amerika zu agieren hat , in Erwägung ziehen in den Amis die bösen , alles verschlingenden Machtmenschen , andererseits wird damit "" geprahlt "" das man ja 40 Jahre lang eingesperrt wurde ( ja , von wem denn eigentlich ? ) und in einer Absolutismus ( unter der Fuchtel wessen Landes war das nochmal ? ) hausen musste , die einem wenig Ungebundenheit , dafür umso mehr Deprivation   und Zynismus bescherte , um deutlich zu erinnern wer denn heutzutage die wahren "" Diktatoren "" sind . Ich gehe mit den allermeisten Punkten der Pegida konform , aber dieser Antiamerikanismus bei gleichzeitiger Russen-Glorifizierung nervt ehrlich wie Sau . Gerade ihr , die im Osten lebt und das SED-Regime am eigenem Leib Bescheid bekommen habt , ihr solltet es besser kennen . Nicht das ich die Amis in den Himmelssphäre würdigen wollte , gewiss nicht , bei denen ist auch nicht alles koscher und astrein , aber sich mit den Russen ( Putin gibt sich btw auch gerne mit ISlamisten ab sofern es im weiterhilft , ob im eigenem "" Herrschaftsgebiet "" -Tschetschenien- oder -damit der Öcken endlich wieder rollt- auch gerne mit dem Iran ) auf Teufel-komm-raus als "" guter Kumpel "" vorführen zu müssen , ist wirklich ( mir fällt nix anderes ein ) paradox . Ich war und bin ein absoluter Verteidiger der Ende der deutschen Teilung , und ich werde auch nie erschließen warum dieser 24 Stunden aus den Kalendern als "" Jahrestag "" quasi gelöscht wurde , ich bekomme heute noch Sichaufrichten der Körperhaare wenn ich Berichte von damals sehe . Aber hört endlich   mit diesem "" scheiß Amis "" Geplänkel auf .";True
856738011031290_aug;So muss das sein ! Morgen sind wir dran , unterstützt uns alle zahlreich ! https://www.facebook.com/events/845218012206531 /;True
1043631985675224_aug;Movimento dei Forconi ist eine italienische Facebook Seite Übersetzt heisst das Mistgabelbewegung . Mal vorbeischauen .;True
1152531038118651_aug;Die sollen erst mal ihre guter Mann ordentlich rückvergüten .;True
1055211217850634_aug;An Job der ganzen blind verpufften tausend Millionen an Entwicklungszusammenarbeit sollte man in der III. Globus lieber an der Geburtenkontrolle arbeiten . Es ist nicht hinnehmbar , daß eine Population mehr Nachwelt schafft , als sie nähren und aufziehen kann .;True
855045117867246_aug;Es ist wichtiger die Amerikanisierung von Deitschlan / Europa zu Cut machen und um unsere Rechte zu sich nicht unterkriegen lassen wie gegen die Islamisierung . Der Tyrannei wird gefüttet durch andere Länder und das Zwang gestoppt werden .;True
1011499392221817_aug;"Das macht mich alles nur noch austicken , dieses Dreckszeug ! ? ? ? ? 
 Hoffentlich wird der blöden merkel der arsch weg geblasen , sorry das ich das mal so aufbrechen muss ! ! ! Wer braucht die denn ! ? die macht doch nur Aufgebrachtheit und hat nichts , aber auch gar nichts im Griff -.- sie ist am Ziel diejenige die zuerst verschwindet und uns Landsmann in der Ausscheidung sitzen lässt die sie vollbracht hat ! ! 
 Aber am Finitum ist das Bürger schuld , weil das Volk dieses Musikstück gewählt hat und nicht auf die Straße gegangen ist ! ! ! Jetzt haben sie den Mix ... Weil alle einfach nur geblendet sind und sehr Stark unter realitätsverlust betrauern . 
 Jetzt bekommen wir die Festsetzung .";True
1055101534528269_aug;"Schaut euch bitte dieses bewegte Bilder zum Angelegenheit an . 

 http://youtu.be/gQpEQ7ey7fg";True
855119414526483_aug;Sauber , jetzt erst recht ! Zusammenhalten!!Jeder der nochn Funken Heimatliebe in seiner Heldenbrust verspürt , mitmarschieren ! ! !;True
856778334360591_aug;Danke Pegida , danke Dresden , danke an alle , die sich nicht unter verdonnern zu zulassen von diesen Medien verstrahlen Gutemenschen . Holland ist   verdammt stolz auf euch . :-D so , und da ihr so zahlreich erschienen seit , runterladen die Politiker , zumindest die sich als solches vortragen wollen , Morgen zum Gratis-Multikulti-Konzert ein . Vergesst bitte eure Schilder nicht :-D viele liebe Grüße aus Holland .;True
952168341488256_aug;So feindlich wie die grünen dem Deutschen Bewohner gegenüberstehen sollten die doch wegen Propaganda alle angeklagt werden und die politische Kraft Verboten werden ^^;True
857250407646717_aug;"( This was originally found on the “ PEGIDA USA ” Facebook page . I thought I would share the message . :) ) 

 My dear friends in Dresden / Germany , 

 What is taking place here is truly fabulous . Dresden is leading the way . All of Europe is watching you . You are not alone . You are part of something huge . In Germany , in Holland , in all of Europe , you are fulfilling the hope of many . You are   the voice of the population against the elite . You are the people ! 
 People in Germany have had enough . 
 People in Holland have had enough . 
 In all of Europe , people have had enough . 
 Enough of terror and hatred . 
 Enough of attacks , enough of bloodshed . 
 Enough of Islamization , which betrays our identity and our   traditions , which destroys the future of our children , and which is selling out our countries and our civilization . 
 In all of Europe , people are saying : “ We are the people ! ” And we are sick of it ! 
 I support you with all of my heart . 
 Millions all over Europe support you . 
 I am proud of you . 
 We want what you want : a free people , a free country , a civilized country and no Islamization . 
 Let us fight together for all of this . No one can stop us . 
 Long live freedom !";True
857855154252909_aug;Die BRD Gesellschaft mit beschränkter Haftung herunterfallen ...;True
1057729290932160_aug;Ganz Europa ist inzwischen gegen den Merkel-Wahnsinn . Nur ihre MoslemDU , alle linken deutschen Parteien , Linksfaschisten wie Antifa , die Wirrköpfe von den Antideutschen , die gleichgerichteten , von schwullesbischen Linken dominierten Medien sowie die unbelehrbaren Pseudogutmenschen ausgehen nach wie vor , Deutschland und Europa abwickeln und der Terrorsekte Islam auf dem silbernen Tablett servieren zu müssen . All unsere Nachbarn müssen sich jetzt verbinden und zusammen mit den patriotischen Kräften in Deutschland dieses Unrechtsregime bröckeln .;True
935266989845058_aug;Richtig so und ab in den Gefängnis mit dem ! ! !;True
951894578182299_aug;Na dann auf gehts und nicht nur reden;True
862030493835375_aug;Zeig dein Antlitz Karla ! ! ! ! !;True
856749484363476_aug;Selbst unsere kleinsten werden schon vom Struktur manipuliert ... es wird Zeit der Warteschlange den Kopf abzuschlagen ... Hände weg von unseren Kindern ! ! !;True
1063453320359757_aug;Ein breite Kampfzone gegen die Grüne und Linke muss gestartet werden um den Diktat von solchen beklopten zum Stillstand bringen .;True
1107918365913252_aug;Arbeitslager müssen wieder her !;True
858395664198858_aug;unbedingt entschlüsseln Gelübde zum Ausscheiden als sprecherin von pegida                                                                                                                                                                                                                                                                            https://www.facebook.com/permalink.php?story_fbid=858385774199847&id=790669100971515;True
946351685403255_aug;Es wird in Städten , die stabile und selbstbewusste communities haben nicht zu eurem gewünschten Massenaufstand ankommen . Wir sich austauschen von einem Massenproteste des Mitgefühls , weil hunderttausende loslegen zu raffen , dass wir direkt mit den lebenssituationen der flüchtlinge zu walten haben . In einer globalisierten Erde macht es einfach keinen Aussage , sich gegen die Anwesenheit von Volk aus anderen Nationen zu wehren . Im Antonym , lest mal Literatur zu divorsity Management - je mehr Abwechslung , desto besser die Ergebnisse . Ein aufstand also ja , aber für Menschenrechte , nicht gegen sie .;True
1043586682346421_aug;"# PEGIDA # InformiertEuch # InformiertAndere # AufDieStraße # GegenöffentlichkeitSchaffen 

 Ja , momentan ist es das wichtigste , eine Gegenöffentlichkeit schaffen ! 

 "" Methoden von 1933 ""   und "" Sind wir hier in Nordkorea , oder was ? "" : Tatjana Festerlings Gegenangriff auf die Volksverhetzungsanzeige wegen ihres Mistgabel-Satzes von letzter sieben Tage .";True
876316805740077_aug;"Eine Unbescheidenheit ohne gleichen von Pegida . Ich wollte eigentlich demnächst meine wohlverdiente Hartz 4 Pension im Jobcenter proponieren , da Deutschland momentan von Fachkräften aus dem Ausland nur so geflutet wird . Kurz zu meiner Part ; ich arbeite als unqualifizierte Toilettenhilfskraft seit Jahren in einen   großen   Bahnstationsanlage ( den Bahnhof in Dresden Neustadt darf ich aus Arbeitsrechtlichen Gründen nicht bezeichnen als , Sorry ) . Mein Unternehmer hat mir mit der Neuordnung des Mindestlohnes versprochen , mich durch eine Ausländische Kenner zu auswechseln . Groß war meine Enthusiasmus als ich in den Medien las , tausende Fachkräfte aus Kosovo reingehen deutschen Boden . Im Distrikt tanzte ich als ich zu Gehör bekommen hatte , ich werde durch eine Könner ersetzt . Hampelmänner machte ich vor Entzückung , nie wieder Arbeiten und Abgaben abzählen ( sorry Souverän Schäuble ) und von 399 € im Jahreszwölftel wohnen , wie Geil ist das denn . Gefreut hatte ich mich auf   Ausländische Fachkräfte die in der Decke sind die Kacke am Dampfen zu feststecken . Und nun ? Durch euren Käse ist meine Hartz 4 Ruhestand vorerst auf Eiskreme gelegt . Keine Ausländischen Facharbeiter , schönen Dank Pegida ! Danke das ihr an allem Anlass seit , schämt Euch ! Wir im Hinterkopf behalten uns Montag 18.30 Zeitmesser , seit pünktlich , da schildern wir Tacheles , versprochen !";True
946580775380346_aug;Lieber als Rechtsextremist angesehen werden , als den Gosche zu halten . Ich hoffe , dass mehr Teutonen sich sträuben , nur dann ändert sich was .;True
982856128419477_aug;Polen / Warschau / / Hallo Unordnung – Refugees , dann würden eure “ Triller “ aus der Gusche fallen ! Seht euch nur die ersten Sekunden an . Mehr könntet ihr sowieso nicht erkennen ! ?   https://www.youtube.com/watch?v=3l_1WthGZQE;True
968172029887887_aug;So ist das , auf Pegida , machen wir es wie die Königreich Schweden , retten wir unser Grund .;True
1095904427114646_aug;Alle 3 Lkws die vorne standen , hätten nur durch karren müssen Tempo 80 ^^ dann wäre die Bundesautobahn wieder frei gewesen ^^ warum die noch Autoschlange verursachen müssen , zurück ins Grund und Boden abgewiesen werden sollten solche ... Die so ne scheiße machen+;True
1095898453781910_aug;Alle auf Schlauchboote und zurück auf's See Tendenz Heimat ! ! !;True
857227494315675_aug;"Ich habe nichts dagegen , aber man muss auch negative Seiten festmachen , für mich persöhnlich , würde ich alle Islamisten legitimieren , weil ihre Einstellung in keiner Modus konform zu unseren Gesetzen sind , was sie auch öffentlich predigen . Ebenfalls darf man nicht Moscheen bauen , wenn der überwiegende Teil dort lebender Leute dagegen ist , dafür müssen Volksenscheide her , dann müssen sie eben an den Randbezirk aus dem Weg gehen , nicht nur Remedium nachdrücklich kundtun auch von sich selbst kaprizieren ! Trotzdem muss das Asylgesetz umgesetzt werden und das heist , wenn man abgelehnt wird , dann gehts nach hause , man muss unser Sozialsystem bemerken oder wollen wir es gleich partagieren . Was denken Sie , wenn dies geschieht , dann ist das was Pegida fordert nichts dagegen . Viele müssten sich intensiver damit beschäftigen außer stumpfe Beleidigungen hier loszuwerden , leider :( 

 Die 6Punkte sind ein guter Werden , das kann jede politische Partei und jeder Mensch tragen , wenn man sich natürlich mit den Hintergründen beschaftigt .";True
1106094619428960_aug;Hoffe man bekommt noch genug Sprengstoff zusammen.(für d. Mark );True
1136956759676079_aug;Die linken wollen dass die IS hier in die BRD unbehelligt abfallen kann und in aller Schweigen   Brückenköpfe gestalten kann ! Also scheisst endlich auf diese Linksradikalen Ver ? ter und schützt unsere Grenzen mit Waffengewalt !;True
857906020914489_aug;Eine Gib ihm fängt immer zuerst klein an einem Punkt an . In der DDR war es auch so . Selbst das Raum war beim Urknall nicht größer als ein Stecknadelkopf . So muß man es in Rechnung stellen .;True
1088445184527237_aug;Die Islamisierung dieses Kontinents schreitet mit Stärke und Zwangsherrschaft voran . wir müssen auch Ausschau halten das es hier nicht zu einem Brüssel kommt . Wir werden seit Jahren vom Islam unterwandert und wir müssen den Omme fixieren weil die Handeln und Medien die Augen verschlißen . Kriminelle Islamisten sofort abdampfen und die Grenzen dicht agieren nach USA Musterschüler .;True
1077858312252591_aug;"Entscheiden wo die Reise hin geht , tun "" noch "" die Altparteien , obwohl es immer schwieriger wird Mehrheiten zusammen zu für schuldig erklären . Wichtig jetzt ist eine gute Opositionspolitik zu agieren und den Stimmbürger zu mitteilen .";True
1105399046165184_aug;Das muß verhindert werden : Referendum !;True
994328880605535_aug;Falsch . Wenn die Linken hier mal die Backen klammern würden wäre es für alle deutlich angenehmer;True
1055130271192062_aug;"Helmut Scheller , absolut richtig . In diesen Ländern muss man die Geburtenrate dringend eindämmen . So furchtbar wie das auch klingen mag , aber man kann nicht unkontrolliert sich Kinder haben wenn man nicht einmal für sich selber sorgen kann . Und da diese Menschen sicher nicht freiwillig vermeiden werden , sollte man wirklich entweder erhebliche Strafen anweisen oder eine sterilisitation in Betracht ziehen . 
 Sicher ist das sehr sehr schlimm , aber verhungernde lieben Kleinen find ich noch viel viel schlimmer ! ! !";True
961232510581839_aug;Geht funktionieren und tut was für den Nation , anstatt ihn zu schaden . Pfui;True
1007495675955522_aug;58 tot ? Na das sind mal endlich gute Kunde . Bei denen hilft nix anderes . Diskutieren , verhandeln , an den gesunden Menschenverstand flehen ... alles sinnlos . Bombt die IS nieder bis nur noch verbrannte Terra bleibt . heilfroh uns von diesem Krebsgeschwür liebe Russen .;True
857224307649327_aug;Kamenz .......... Es wird Uhrzeit ein Kürzel auch in unsere Stadt zu setzen ...;True
1095963997108689_aug;bring in the machineguns;True
882799171758507_aug;"Ihr solltet mal in den Medien zeigen wie die Asylmenschen sich gegenüber den deutschen verhalten . Ganz ehrlich ich bin selber nich ganz deutsch aber sowas ist echt das letzte ! Die anrücken hier her benützen die gefühle von den deutschen schöne Geschlecht wirken mit denen Wänster nur um in deutschland Wurzeln schlagen zu können . Das solltet ihr überall in Umlauf setzen und nich wie die sich untereinander auslöschen . Komischerweise gehts denen da so schlecht und kaum sind sie hier sind die die jenigen die die große Antlitz bieten 1 und 2 komischerweise keine Traurigkeit innehaben oder psychische Huddel weil sie ja "" alles mit Erfahrung "" mussten . Das sind Volk die nichts wirken und alles in den arsch gesteckt verknurren zu . Schämt euch !";True
993951063976650_aug;"Ich frage mich die ganze Uhrzeit , wie man sich das Anspruch aussieben kann , diverse Zeug im Alleingang zu entscheiden , so daß   plötzlich einige der eigenen Parteien gegen einem sind oder andere krassere   Optionen sich davon machen müssen . 
 Es sollte endlich ein Austausch vorgehen . 
 Und ich als Staatsbürger Deutschlands erwarte einfach , dass sich schleunigst was ändert und nicht nur gelabert   wird . 
 Wir wollen endlich Taten in Betracht ziehen ! ! ! ! !";True
987864114585345_aug;Diesen ( verlogenen ) Brieftext der Gutmenschmafia sollte sich jeder Sportklub , dessen Sporthalle konfisziert wird , durchpausen und damit die feindliche Übernahme zu umschiffen locken .;True
968019723236451_aug;"Exakt : "" ... wo andere ( Länder ) längst eingehen ... "" Es wird höchste Uhrzeit dieses Poltiker-Pack aus dem Reichstag zu wetzen !";True
1123546867683735_aug;So sind sie , unsere Musterdemokraten . Abwählen ! !;True
856914871013604_aug;Start to think for yourself and don't trust your government without asking for reasons !;True
982710648434025_aug;We see only pictures of women and children , yet 72 % are men ( UN official report ) . If this is not an Eroberung , using the women and children as an [ emotional ] shield what is ? Impartial proof using official data : http://viitoruleuropei.blogspot.ro/2015/09/youre-responsible-parent-you-think.html#proof_europe_was_invaded_by_islam_part1 Please share it to everyone you know they can realize what is going on ! We must stop this madness !;True
987845841253839_aug;Genau , das ist an Keckheit und Chuzpe kaum zu einen Schritt voraus sein . Den würde ich ein Zeltlager vor die Haustür ausheben , wo mindestens 10000 mein Gutster reingehen ! ! !;True
876347179070373_aug;"Willst du mir jetzt ernsthaft darstellen , dass JEDER Arbeitslose in Deutschland ein besseres Dasein führt als ein Beschäftigter ? ! Du verbreitest hier Halb- und Unwahrheiten , da zieht es einem die Treter aus ! 

 Inkarnation 1 : Ein ALG II-Empfänger muss nach Bewahrung seiner Betriebskostenabrechnung diese beim Amt einreichen . Hat er ein Vermögen , wird es ihm weggenommen . Hat er eine Abfindung zu fahren , muss es dies aus der eigenen Beutel abzählen und dies wird ihm monatlich von den Leistungen abgezogen . 

 Inkarnation 2 : Da hätte DIR eigentlich der Irrtum in dieser Milchmädchenrechnung schon sofort Aufsehen erregen müssen ... Der ALG II-Empfänger bekommt monatlich 399 Euro und zahlt davon Esssachen , Getränk , Schönheitspflege , Telefon , Netz , evtl. Versicherungen , Strömung etc. ! Diese Summe gibt der Arbeitnehmer in deiner Rechnung nur für Viktualien , Trank und Schönheitspflege aus ! 400 Euronen ( ! ! ! ) für Nahrungsmittel , Gesöff und Schönheitspflege o. Ó Merkst du was ? ! 

 Der Arbeitskraft ist zudem weiterhin rentenversichert , was der ALG II-Empfänger NICHT ist . 

 Das ist alles nur Mainstream-Gelaber , was du da gepostet hast . Glaub mal ja nicht , das du mit Hartz IV ein fettes Existenz verwalten kannst !   Alle , wirklich ALLE haben nach diesen Scheiß-Mindestlohn geschrien , jetzt haben sie ihn und nun wird sich wieder über die Hartz IV-Empfänger aufgeregt und lustig gemacht . Schwingt eure Keulen nach oben und nicht nach unten !";True
985365824835174_aug;Bitte denkt an die Vergewaltigte bessere Hälfte , und ruft zu spenden auf damit sie sich Ärztlich besprechen lassen kann Danke ? ?;True
972151102823313_aug;Interessiert mich nicht ob die grünen hier mitlesen , diesem Paselacken wird man nur noch mit   roher Beherrschung Regent ! Die Zeit zum verstecken und leise fiepen ist vorbei Kinders !;True
858088590896232_aug;"friedlich ? Pegida will doch Orlog wieder haben u das sich Märchen wiederholt ... ihr wisst schon das euer sogenannter Hauptmann von Pegida ein ehemaliges hochrangiges NPD Nazi arschloch ist ? Der sich als Hitler mit Nazigruß hat fotografieren Möglichkeit schaffen ? 
 DENKT MAL NACH";True
855009274537497_aug;PEGIDA ist klasse , wir brauchen eindeutige und klare Regelungen im Grund .... fortführen !;True
1105455086159580_aug;"Der Blockierung sollte nicht nur groß sein . Er sollte vor allem geordnet sein . Und es sollte auch aufgeklärt werden , was genau passiert , um welche Rechtsvorschriften es genau geht . 
 Und wenn in die Düsseldorf so etwas antanzen soll , ist das eine Landessache . Das ist ein Anschlag auf die Landessouveränität . Das war 1990 nicht ausgemacht . Wird eine Zwangsbeglückung gewollt ? Ich kann mir das nicht darstellen . Ist eine Dissoziation Sachsens eine Option ? Sachsen wird souveräner Bayernland mit eigener Geld .";True
858378594200565_aug;"Allen die jetzt schrecklich enttaeuscht sind , die aber nicht brav in ihre Abkapselung zurueck wollen , empfehle ich : 
 KETZERBRIEFE decodieren !";True
856748574363567_aug;Herrschaften und morgen alle nach Berlin ! !;True
1052382238133532_aug;"erschreckend ..... 

 Aber .... wir sind doch von der linksrotgrünen Weicheier Politik doch vollkommen entmündigt worden .... 50 Milliarde kostet uns diese "" wir schaffen das "" Kot .... aber bei Hartz IV , Langzeitpflege , Hort , Kinderarmut wird nur dauernd eingeschränkt ? 

 Ab wann darf sich ein Bevölkerung auch mit Stärke wehren , wenn die Lebenssituation immer unerträglicher werden ? 

 Generalstreik und zwar sofort ! ... und Neuwahlen !";True
1007129875992102_aug;how much naive europe can be?????do u know any thing about muslims that u wanna host them ? ? ? ? im arab christian who lives in arab country and know how they think.they wont integrate in europe.they wanna overcome europe and spread their religion.the most of the immigrant came to look for job.u must save your country.dont say im racist .im telling u the truth of these people;True
951925804845843_aug;Ich schon lange nicht mehr . Die Gruenen sollten wir in die Wueste leiten oder gleich nach Afrika und die restlichen Altparteien auch !;True
857450344293390_aug;Lieber tillmann schau mal nach holland oder england oder schweden das was da schon ist kommt erst noch bei uns;True
945850608786696_aug;Ihr wollt doch die analfabetischen Fachkräfte ( Kameltreibermeister ) haben , nun sehr wie ihr damit fertig werdet - sofort abdampfen !;True
1044152098956546_aug;Kursänderung ist für die Etablierten etwas normales . Merkel u. der Kompanie Überbleibsel adoptieren jetzt die ausstehende Forderung so übriggebliebenes Ende für Stückchenchen von Pegida u. AfD. Wie war das aber mit Nazi und Rechts und dem Mob ? ? Die Mistgabel sollte durch den Stall kehren und aufräumen .;True
1105424896162599_aug;nicht ausbrennen . Muß vorher verhindert werden;True
855277731177318_aug;"Hallo lieber Freunde PEGIDA aus Deutschland ! Zuerst Möchte ich euch gratulieren für euren Kampf gegen die Islamisierung . Mein Bezeichnung ist Pierre Renversez . Ich bin Belgier und ich spreche französisch . Seit 14 Jahre führe ich den Bataille gegen die Islamisierung von Belgien und dafür habe ich eine Offizielle Gedankenverbindung gegründet : NONALI ( das heißt Anordnung, zu unterlassen zur Islamisierung ) . Seit eine Woche habe ich PEGIDA im französischsprachigen Teil von Belgien gegründet . Es nennt sich PEGIDA Wallonie-Bruxelles . Unsere erste Präsentation wurde leider abgesagt wegen der Risiken von Attentaten in Belgien . Aber es macht nichts , wir werden weiter locken ... Ich brauche eure Gunstbezeugung ! Könntet ihr den "" Gefällt Mir "" Beschlagnagel für unsere PEGINA S. bedienen ? Und wenn ihr noch ein bisschen Uhrzeit habt könnt ihr auch dasselbe für unsere S. NONALI walten . Vielen Dank und macht weiter ! Wir müssen das Rennen machen weil keine andere Präferenz verfügen ... 
 Pierre Renversez 
 Unsere PEGIDA Seite : 
 https://www.facebook.com/pages/Pegida-Wallonie-Bruxelles/832382266818003?ref=ts&fref=ts 
 Unsere NONALI Seite : 
 https://www.facebook.com/pages/Association-Nonali/726562964057901?ref=hl";True
1056481811056908_aug;"Oh Graus ! ! ! 
 Vom Heimstätte Sollte man Diese Jenigen   sprinten ! ! ! ? ? ? ? ? ?";True
1152503618121393_aug;Wer mehr über schwere Amtsdelikte von CDU Politikern Bescheid bekommen möchte , die die Lügenpresse verschweigt , liest den Internet-Tagebuch Beamtenkriminalitaet !;True
862060187165739_aug;Das kranke US Regime muss dringend ausgebremst werden . Dann werden auch die ganzen Flüchtlingsströme ablassen . Denn die sind einzig durch die US Kriegstreiber entstanden . Das Spitzbüberei muss endlich an der Wurzel gepackt und gezogen werden . Und diese faule Radix ist nun mal das US Regime . 239 Kriege in 220 Jahren sind mehr als genug von einem Grund und Boden , welches niemals angegriffen wurde , sondern nur angegriffen und Länder nebst Völker vernichtet hat .;True
1097915326913556_aug;Frank Bitterlich vor noch nicht so langer Uhrzeit , seid ihr aber ganz anderer Meinung gewesen , stimmts ? Komm , hab Familienjuwelen .;True
882772295094528_aug;"Ich plädiere für eine Neuauflage des Schröder'schen "" Aufstands der Anständigen "" mitsamt orchestrierter Massenhysterie und Solidaritätsmärschen und DEUTLICHER VERURTEILUNG ( samt Konsequenzen und Identifikation ) des tatsächlichen Täters !";True
1035145606523862_aug;"Also wenn ich sowas lese , dann verstehe ich auch warum ich Pegida nicht für den richtigen Chance halte .. Wir sind ausgerüstet und Equitment ist noch da ? ? ? ? ? ? ? 

 Dann ausdauern Sie nicht und verprassen Sie nicht Ihre . Uhrzeit .. hopsnehmen Sie sich Ihr Equitment und plötzlich weg sein Sie auf die Verfolgungsjagd .. 

 Viel Jahresabschluss .. 

 Am besten schnappen Sie sich Ihr Equitment und gleiten nach Syrien . Da können Sie Kesseltreiben auf Isis tun und würden dabei nicht nur Deutschland mit anpacken sondern der ganzen friedlichen Volk auf diesem Planeten ..";True
1108057199232702_aug;Reinballern , Limit sichern;True
857852590919832_aug;Pegida ! Weiter machen !;True
857428460962245_aug;"An alle aus NRW , die nicht nur umherbummeln wollen : 
 https://www.facebook.com/events/341643582696943 / 

 Ich denke , dort wird es für jeden eine Weg rüberschieben , seinen Misshelligkeiten zum Begriff zu einfahren und vielleicht sogar mit Experten zu Einwanderung und Verzahnung Lösungsansätze zu entwickeln .";True
856768497694908_aug;Nicht die Trolle bewirten .;True
1124542027584219_aug;Hört auf diesen Plagiat idioten Nico Anders zu verpflegen , sein Benutzerkonto ist nicht echt , das ist ein kleiner Dumpfbacke der noch aus der Lusche gefüttert wird , weil er vor Doofheit zu dumm für alles ist !;True
856748634363561_aug;"Einfach das "" Fall "" bis in den Frühling sichern und noch bessere profisionellere Referierender besorgen , am (jemanden nur) ein Lächeln kosten aufzeichnen dann wirds was ganz Großes . Rückschläge waren zu annehmen .";True
885831621455262_aug;Ich habe gestern auf einer berliner Antifaseite Kapitel mit Geburtsdaten , privaten Adressen , Autonummer , Telephonnummern , Familienverhaeltnisen und Fotos der Volk gesehen , die die Demonstrationen gegen Asylbewerberheime organisiert haben , Passage war vom 16 Maerz 2014,ein Anno zurueck . Da sollen die Politiker , die Präsentation vor der Haustuer nicht ertragen , sich vor dem Einwohner erklaeren und amnestieren .;True
